onset,duration,trial_type,file_path
0.000,0.500,exp,examples/RSVP-Images/images/humvee.jpg
4.500,0.500,exp,examples/RSVP-Images/images/earwig.jpg
9.000,0.500,exp,examples/RSVP-Images/images/bird.jpg
13.500,0.500,exp,examples/RSVP-Images/images/loincloth.jpg
18.000,0.500,exp,examples/RSVP-Images/images/teacup.jpg
22.500,0.500,exp,examples/RSVP-Images/images/can.jpg
27.000,0.500,exp,examples/RSVP-Images/images/touchpad.jpg
31.500,0.500,exp,examples/RSVP-Images/images/lightbulb.jpg
36.000,0.500,exp,examples/RSVP-Images/images/braid.jpg
40.500,0.500,exp,examples/RSVP-Images/images/muffin.jpg
45.000,0.500,exp,examples/RSVP-Images/images/cooler.jpg
49.500,0.500,exp,examples/RSVP-Images/images/caramel.jpg
54.000,0.500,exp,examples/RSVP-Images/images/scone.jpg
58.500,0.500,exp,examples/RSVP-Images/images/icicle.jpg
63.000,0.500,exp,examples/RSVP-Images/images/rattle.jpg
67.500,0.500,exp,examples/RSVP-Images/images/espresso.jpg
72.000,0.500,exp,examples/RSVP-Images/images/melon.jpg
76.500,0.500,exp,examples/RSVP-Images/images/battery.jpg
81.000,0.500,exp,examples/RSVP-Images/images/bubble.jpg
85.500,0.500,exp,examples/RSVP-Images/images/turnstile.jpg
90.000,0.500,exp,examples/RSVP-Images/images/toaster_oven.jpg
94.500,0.500,exp,examples/RSVP-Images/images/odometer.jpg
99.000,0.500,exp,examples/RSVP-Images/images/pool_table.jpg
103.500,0.500,exp,examples/RSVP-Images/images/scissors.jpg
108.000,0.500,exp,examples/RSVP-Images/images/leek.jpg
112.500,0.500,exp,examples/RSVP-Images/images/chute.jpg
117.000,0.500,exp,examples/RSVP-Images/images/shovel.jpg
121.500,0.500,exp,examples/RSVP-Images/images/matchbox.jpg
126.000,0.500,exp,examples/RSVP-Images/images/tractor.jpg
130.500,0.500,exp,examples/RSVP-Images/images/suspenders.jpg
135.000,0.500,exp,examples/RSVP-Images/images/thimble.jpg
139.500,0.500,exp,examples/RSVP-Images/images/skull.jpg
144.000,0.500,exp,examples/RSVP-Images/images/telegraph.jpg
148.500,0.500,exp,examples/RSVP-Images/images/rooster.jpg
153.000,0.500,exp,examples/RSVP-Images/images/bell_pepper.jpg
157.500,0.500,exp,examples/RSVP-Images/images/pants.jpg
162.000,0.500,exp,examples/RSVP-Images/images/appetizer.jpg
166.500,0.500,exp,examples/RSVP-Images/images/umbrella.jpg
171.000,0.500,exp,examples/RSVP-Images/images/aircraft_carrier.jpg
175.500,0.500,exp,examples/RSVP-Images/images/puppy.jpg
180.000,0.500,exp,examples/RSVP-Images/images/pelican.jpg
184.500,0.500,exp,examples/RSVP-Images/images/nose.jpg
189.000,0.500,exp,examples/RSVP-Images/images/microscope.jpg
193.500,0.500,exp,examples/RSVP-Images/images/clock.jpg
198.000,0.500,exp,examples/RSVP-Images/images/organ.jpg
202.500,0.500,exp,examples/RSVP-Images/images/metronome.jpg
207.000,0.500,exp,examples/RSVP-Images/images/wagon.jpg
211.500,0.500,exp,examples/RSVP-Images/images/file1.jpg
216.000,0.500,exp,examples/RSVP-Images/images/statue.jpg
220.500,0.500,exp,examples/RSVP-Images/images/seal.jpg
225.000,0.500,exp,examples/RSVP-Images/images/teapot.jpg
229.500,0.500,exp,examples/RSVP-Images/images/bassoon.jpg
234.000,0.500,exp,examples/RSVP-Images/images/cookie.jpg
238.500,0.500,exp,examples/RSVP-Images/images/balloon.jpg
243.000,0.500,exp,examples/RSVP-Images/images/doghouse.jpg
247.500,0.500,exp,examples/RSVP-Images/images/air_pump.jpg
252.000,0.500,exp,examples/RSVP-Images/images/goat.jpg
256.500,0.500,exp,examples/RSVP-Images/images/garlic.jpg
261.000,0.500,exp,examples/RSVP-Images/images/thermostat.jpg
265.500,0.500,exp,examples/RSVP-Images/images/pom-pom.jpg
270.000,0.500,exp,examples/RSVP-Images/images/hat.jpg
274.500,0.500,exp,examples/RSVP-Images/images/pug.jpg
279.000,0.500,exp,examples/RSVP-Images/images/velcro.jpg
283.500,0.500,exp,examples/RSVP-Images/images/gramophone.jpg
288.000,0.500,exp,examples/RSVP-Images/images/hairpin.jpg
292.500,0.500,exp,examples/RSVP-Images/images/beaker.jpg
297.000,0.500,exp,examples/RSVP-Images/images/cracker.jpg
301.500,0.500,exp,examples/RSVP-Images/images/oatmeal.jpg
306.000,0.500,exp,examples/RSVP-Images/images/bagpipe.jpg
310.500,0.500,exp,examples/RSVP-Images/images/xylophone.jpg
315.000,0.500,exp,examples/RSVP-Images/images/bank.jpg
319.500,0.500,exp,examples/RSVP-Images/images/stove2.jpg
324.000,0.500,exp,examples/RSVP-Images/images/denture.jpg
328.500,0.500,exp,examples/RSVP-Images/images/leotard.jpg
333.000,0.500,exp,examples/RSVP-Images/images/shoe_polish.jpg
337.500,0.500,catch,examples/RSVP-Images/images/bandage.jpg
342.000,0.500,exp,examples/RSVP-Images/images/fudge.jpg
346.500,0.500,exp,examples/RSVP-Images/images/canister.jpg
351.000,0.500,exp,examples/RSVP-Images/images/camera1.jpg
355.500,0.500,exp,examples/RSVP-Images/images/wheat.jpg
360.000,0.500,exp,examples/RSVP-Images/images/drum.jpg
364.500,0.500,exp,examples/RSVP-Images/images/rollerskate.jpg
369.000,0.500,exp,examples/RSVP-Images/images/ribbon.jpg
373.500,0.500,exp,examples/RSVP-Images/images/basket.jpg
378.000,0.500,exp,examples/RSVP-Images/images/spring_roll.jpg
382.500,0.500,exp,examples/RSVP-Images/images/firewood.jpg
