cond,truth_val,sentence,bloc,order,onset
02-WordList,F,La de avant par solution couleur chambre bruit.,1,0,6000
07-ArithmeticPrinciple,F,La différence de nombres négatifs est toujours positive.,1,1,13100
02-WordList,F,Selon alors visage avions pleine condition jamais.,1,2,20200
04-FactualKnowledge,F,La terre tourne autour de la planète Venus.,1,3,27900
07-ArithmeticPrinciple,V,La soustraction est le contraire de l'addition.,1,4,35900
03-MeaninglessSentence,F,La décision pluvieuse est un inconvénient sans fauteuil.,1,5,43300
03-MeaninglessSentence,F,La solution de bureaux des heures est banale à finir.,1,6,50700
08-Calculation,F,Dix sept est la racine carrée de cent quatre vingt onze.,1,7,58400
09-Geometry,V,La diagonale d'un carré est plus grande que son côté.,1,8,67300
01-PseudowordList,FC,"Cv phsh f'Hnbgqztglb, lld lgcpt wlgxvfzhz sdn rx hr.",1,9,76200
02-WordList,F,Le selon à vertes doux saison boire canapé doivent.,1,10,83000
05-ContextualKnowledge,VV,"A San Francisco, les températures sont clémentes.",1,11,90400
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,1,12,99900
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,1,13,107900
01-PseudowordList,FP,Af ji Sauvrue futo xa mui labilonte sabager digrent loum.,1,14,117100
09-Geometry,V,Un angle droit est plus grand qu'un angle aigu.,1,15,126300
04-FactualKnowledge,V,Le corps humain est formé par des milliards de cellules.,1,16,135800
01-PseudowordList,FC,Pbcdg ww ww ch vsdtvnhh ffnmdvrc rgwt rx bxlvpvk.,1,17,144700
08-Calculation,V,Quarante deux moins un donne le nombre quarante et un.,1,18,153000
04-FactualKnowledge,F,La Terre tourne sur elle même en un mois.,1,19,160400
05-ContextualKnowledge,VF,"En Irlande, avoir les cheveux roux est assez courant.",1,20,167800
04-FactualKnowledge,V,Février est le mois de l'année le plus court.,1,21,175800
08-Calculation,F,La moitié de deux cents vaut trois cent cinquante.,1,22,182600
