cond,truth_val,sentence,bloc,order,onset
06-TheoryOfMind,VV,"D'après les experts climat, la Terre se réchauffe.",1,0,6000
09-Geometry,V,Un carré possède des axes de symétrie.,1,1,17000
03-MeaninglessSentence,F,La réaction brosse par elle même de longs zoos barbus.,1,2,25300
05-ContextualKnowledge,VF,"En Chine, les baguettes servent de couverts à table.",1,3,34500
07-ArithmeticPrinciple,V,Un nombre négatif élevé au carré devient positif.,1,4,43100
05-ContextualKnowledge,FF,"En Bretagne, la température atteint souvent des sommets.",1,5,51100
05-ContextualKnowledge,VV,"Dans l'Himalaya, les montagnes sont de hauts sommets enneigés.",1,6,58500
09-Geometry,V,Un cercle a un nombre infini d'axes de symétrie.,1,7,65300
07-ArithmeticPrinciple,V,"Pour additionner des fractions, les dénominateurs doivent être égaux.",1,8,75400
08-Calculation,F,Onze mille correspond au produit de cent par cent soixante.,1,9,82800
08-Calculation,V,Le résultat de sept moins trois vaut le nombre quatre.,1,10,89900
01-PseudowordList,FC,Bct rljbvf glskn lld zgfvvh wwt mdzjzrkdr blvx gkxnj.,1,11,98800
01-PseudowordList,FP,Ja Muquetons chir fic Minq partunait riploger arce ja.,1,12,107100
03-MeaninglessSentence,F,Des bibliothèques imperceptibles ont le mauvais squelette.,1,13,113300
03-MeaninglessSentence,F,La solution de bureaux des heures est banale à finir.,1,14,122800
06-TheoryOfMind,FV,"Pour Céline Dion, jouer de la musique est un hobby.",1,15,130800
03-MeaninglessSentence,F,"Aux télégrammes, les pompiers sont crachés par la blessure.",1,16,140000
02-WordList,F,Membres de se près de eux me quand.,1,17,146800
04-FactualKnowledge,V,Le calendrier grégorien est utilisé dans la plupart des pays occidentaux.,1,18,153300
02-WordList,F,Aux un aussitôt même geler semaine proposer doux carré fois sont.,1,19,159800
09-Geometry,F,Les côtés d'un losange peuvent être de différentes longueurs.,1,20,169000
06-TheoryOfMind,FV,"Selon Jules Verne, voyager au centre de la terre est impossible.",1,21,174900
06-TheoryOfMind,FF,"Selon Zidane, le poker est un sport olympique.",1,22,186500
06-TheoryOfMind,VF,"Pour les indiens d'Amérique, les armes à feu sont magiques.",1,23,193300
03-MeaninglessSentence,F,L'espoir d'oignon lisse et brun fait joli.,1,24,201000
04-FactualKnowledge,F,L'hiver est la saison la plus chaude de l'année.,1,25,209000
02-WordList,F,Pigmées les d'une toute et sans auquel.,1,26,216400
09-Geometry,V,Tous les angles d'un carré sont des angles droits.,1,27,222600
08-Calculation,F,La division de quatorze par sept donne trois.,1,28,228500
05-ContextualKnowledge,FV,"En Corée du Nord, les gens sont libres de s'exprimer.",1,29,235900
07-ArithmeticPrinciple,F,Un nombre multiplié par zéro est égal à lui même.,1,30,241500
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",1,31,250700
09-Geometry,V,La diagonale d'un carré est plus grande que son côté.,1,32,259600
