cond,truth_val,sentence,bloc,order,onset
03-MeaninglessSentence,F,Un bol de pain vaut son loup de jaune contraire.,1,0,6000
05-ContextualKnowledge,FF,"En Afrique du Sud, le diamant est une pierre sans valeur.",1,1,14900
05-ContextualKnowledge,VF,"Dans la mythologie égyptienne, le chat incarne un dieu.",1,2,22600
02-WordList,F,"Insigne en tous, eux mais ou pourtant ont auxquelles celle.",1,3,30000
04-FactualKnowledge,F,La force de gravitation protège la terre des radiations solaires.,1,4,39200
06-TheoryOfMind,FF,"Selon Gandhi, la violence résout tous les problèmes.",1,5,46600
04-FactualKnowledge,V,Les flocons de neige ont des formes très variées.,1,6,54000
06-TheoryOfMind,VF,"Pour un créationniste, Dieu est à l'origine de la vie.",1,7,61400
08-Calculation,V,Le double du nombre neuf vaut dix huit.,1,8,70900
08-Calculation,V,Le produit de quatre par sept fait vingt huit.,1,9,80100
03-MeaninglessSentence,F,Toute prière est attachée sur un mélange de vêtements.,1,10,86300
01-PseudowordList,FC,Pkhzdfvfzbxz cv cv sjjgfdj dktw lsnx ch xxqr kqkhlmq.,1,11,92800
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,1,12,99600
08-Calculation,V,Cinquante pour cent de trente a comme valeur quinze.,1,13,106400
09-Geometry,F,Un triangle peut avoir plusieurs angles droits.,1,14,112000
01-PseudowordList,FP,"Ja Saxi Luttelle, julopés fic relinta af ji.",1,15,120000
01-PseudowordList,FP,Ja jaxe éme sermet partolecirax af flétre mui.,1,16,127400
04-FactualKnowledge,F,Les dinosaures sont des mammifères qui ont disparu.,1,17,134500
04-FactualKnowledge,V,Les chenilles sont des insectes qui se transforment en papillon.,1,18,143100
03-MeaninglessSentence,F,L'armée fine est doublé d'un poivre véritable.,1,19,150200
07-ArithmeticPrinciple,F,Le produit de nombres négatifs est toujours négatif.,1,20,158200
05-ContextualKnowledge,FF,"En Bretagne, la température atteint souvent des sommets.",1,21,167100
08-Calculation,F,Vingt neuf est compris entre quatre et vingt sept.,1,22,175100
09-Geometry,F,Un triangle a plus d'angles qu'un carré.,1,23,184600
09-Geometry,V,Les lignes parallèles ne se croisent pas.,1,24,196200
08-Calculation,F,La division de trente trois par deux donne quatorze.,1,25,205400
09-Geometry,F,"Plus un triangle est grand, plus ses angles sont grands.",1,26,215500
05-ContextualKnowledge,VV,"A Pékin, la pollution est un problème majeur.",1,27,223200
06-TheoryOfMind,VV,"D'après les experts climat, la Terre se réchauffe.",1,28,232400
04-FactualKnowledge,V,Le corps humain est formé par des milliards de cellules.,1,29,239800
06-TheoryOfMind,VV,"D'après Galilée, la terre est de forme sphérique.",1,30,247800
05-ContextualKnowledge,VF,"En Chine, les baguettes servent de couverts à table.",1,31,254600
