cond,truth_val,sentence,bloc,order,onset
04-FactualKnowledge,V,Février est le mois de l'année le plus court.,1,0,6000
03-MeaninglessSentence,F,Les livres brutaux se gavent de liberté aimablement.,1,1,13700
09-Geometry,V,Les losanges et les carrés ont des côtés égaux.,1,2,22900
07-ArithmeticPrinciple,V,La soustraction est le contraire de l'addition.,1,3,28800
08-Calculation,F,Vingt deux correspond au carré de dix huit.,1,4,37400
01-PseudowordList,FC,"Rx q'nbhzpg, bmt ww ww wsljh rrhtzqq rx lz.",1,5,45700
07-ArithmeticPrinciple,F,Soustraire un à un nombre le laisse inchangé.,1,6,53400
08-Calculation,F,Dix sept est la racine carrée de cent quatre vingt onze.,1,7,60200
03-MeaninglessSentence,F,L'armée fine est doublé d'un poivre véritable.,1,8,67000
06-TheoryOfMind,VV,"D'après Newton, les objets sont soumis à l'attraction terrestre.",1,9,74100
08-Calculation,V,Quarante deux moins un donne le nombre quarante et un.,1,10,83600
01-PseudowordList,FP,Futo dua sustirer ja nua ua Sermet fratiner.,1,11,93100
09-Geometry,V,Les lignes parallèles ne se croisent pas.,1,12,100200
05-ContextualKnowledge,VV,"A San Francisco, les températures sont clémentes.",1,13,110600
03-MeaninglessSentence,F,La sensation est l'allumeur qui mange la douleur.,1,14,118600
07-ArithmeticPrinciple,V,Un nombre multiplié par zéro est égal à zéro.,1,15,124200
02-WordList,F,La de avant par solution couleur chambre bruit.,1,16,132200
06-TheoryOfMind,VV,"Selon Greenpeace, la déforestation en Amazonie est une catastrophe.",1,17,139600
08-Calculation,V,L'addition de dix huit et trois fait vingt et un.,1,18,147000
03-MeaninglessSentence,F,La solution de bureaux des heures est banale à finir.,1,19,153200
08-Calculation,V,Quarante huit correspond au résultat de douze fois quatre.,1,20,161800
04-FactualKnowledge,F,Les dinosaures sont des mammifères qui ont disparu.,1,21,171000
04-FactualKnowledge,V,Le canari est un petit oiseau chanteur jaune.,1,22,179900
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",1,23,188800
05-ContextualKnowledge,VF,"En Irlande, avoir les cheveux roux est assez courant.",1,24,197100
08-Calculation,V,Cinquante pour cent de trente a comme valeur quinze.,1,25,206600
03-MeaninglessSentence,F,"Aux champs bleus, les couvertures supérieures sont fondus.",1,26,215500
02-WordList,F,Chaque est dès par de colline guerre écrit blanc couper.,1,27,224700
05-ContextualKnowledge,VF,"A Londres, les voitures roulent à gauche de la chaussée.",1,28,231500
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,1,29,239200
06-TheoryOfMind,FV,"Selon Jules Verne, voyager au centre de la terre est impossible.",1,30,247200
04-FactualKnowledge,F,La planète Terre possède plusieurs satellites naturels.,1,31,253100
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,1,32,259300
01-PseudowordList,FC,Zgfvvh sdn Lshvzj sdtdrzf g'rnsrkfxx tmm xkrn nmhnxmd zgfvvh ch qfchmc.,1,33,265200
04-FactualKnowledge,F,La Terre tourne sur elle même en un mois.,1,34,273200
07-ArithmeticPrinciple,F,Le résultat d'une soustraction est toujours négatif.,1,35,281500
09-Geometry,F,Un angle droit est plus grand qu'un angle obtus.,1,36,290400
09-Geometry,V,Un angle droit est plus grand qu'un angle aigu.,1,37,296900
06-TheoryOfMind,VF,"Pour les indiens d'Amérique, les armes à feu sont magiques.",1,38,304300
03-MeaninglessSentence,F,"Pour chaque assoiffé, s'évader est une majorité.",1,39,313200
07-ArithmeticPrinciple,V,La moitié d'un nombre est plus grande que le tiers.,1,40,323300
05-ContextualKnowledge,FF,"Au Kenya, les lacs des plaines gèlent régulièrement.",1,41,329800
04-FactualKnowledge,V,La tragédie classique est fondée sur une unité de lieu.,1,42,341400
02-WordList,F,Nombre cannelle assemblée est une le de en.,1,43,350300
05-ContextualKnowledge,FV,"Dans le métro parisien, les trains transportent des céréales.",1,44,361300
06-TheoryOfMind,FF,"Pour Nietzsche, Dieu est plus vivant que jamais.",1,45,368700
02-WordList,F,Soif échapper chaque pour si d'un est.,1,46,377900
09-Geometry,V,La surface d'un rectangle est le produit de ses côtés.,1,47,384700
05-ContextualKnowledge,FV,"Au Vatican, le pape est une personne comme les autres.",1,48,391200
04-FactualKnowledge,F,La force de gravitation protège la terre des radiations solaires.,1,49,398300
09-Geometry,F,Des figures de même périmètre ont la même surface.,1,50,405100
01-PseudowordList,FP,"Ja Saxi Luttelle, julopés fic relinta af ji.",1,51,414600
07-ArithmeticPrinciple,V,Une fraction est la division d'un nombre entier par un autre.,1,52,423200
02-WordList,F,Pigmées les d'une toute et sans auquel.,1,53,430600
02-WordList,F,Aux un aussitôt même geler semaine proposer doux carré fois sont.,1,54,438600
01-PseudowordList,FC,Bct rljbvf glskn lld zgfvvh wwt mdzjzrkdr blvx gkxnj.,1,55,448700
06-TheoryOfMind,VF,"Pour Marie Antoinette, la monarchie est le meilleur régime politique.",1,56,457000
07-ArithmeticPrinciple,F,L'ordre selon lequel on divise des nombres est sans importance.,1,57,465000
06-TheoryOfMind,FF,"Selon les physiciens, les atomes sont des objets pleins.",1,58,473600
02-WordList,F,La les pour avec pensif câlin boit ère blessé.,1,59,482800
01-PseudowordList,FP,"Cideux ronguais, avoule osaneprin dive pilop rupeur sopal.",1,60,489900
05-ContextualKnowledge,VV,"Dans la mythologie grecque, le cheval de Troie est un piège.",1,61,497300
08-Calculation,F,Trente moins treize moins cinq fait vingt deux.,1,62,506200
06-TheoryOfMind,FV,"D'après Astérix, les romains dominent tous les gaulois.",1,63,514200
01-PseudowordList,FC,"Kjxlzjd ww Kxbvgnmrc, dpslljfh hr dktw jdnmd ch zwrqrcz bmt.",1,64,521600
04-FactualKnowledge,V,Les perles sont fabriquées par les huîtres dans la mer.,1,65,527500
08-Calculation,F,Vingt neuf est compris entre quatre et vingt sept.,1,66,534900
01-PseudowordList,FP,Pesagé beci fic radoures nouk saxi o boiniplase ja.,1,67,542900
09-Geometry,F,Les côtés d'un losange peuvent être de différentes longueurs.,1,68,550600
03-MeaninglessSentence,F,La collectivité est un arbre parallèle sans doigts.,1,69,558000
09-Geometry,F,Un cercle possède de nombreux côtés rectilignes.,1,70,565100
05-ContextualKnowledge,FF,"Aux Etats Unis, les études universitaires sont gratuites.",1,71,572800
06-TheoryOfMind,VV,"Selon Darwin, l'homme est le cousin des singes.",2,0,6000
07-ArithmeticPrinciple,F,L'ordre de soustraction des nombres est sans importance.,2,1,14300
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",2,2,23200
03-MeaninglessSentence,F,Le drapeau est une vieille analyse de la vitre.,2,3,30000
09-Geometry,V,Un point peut être traversé par un nombre infini de lignes.,2,4,39500
