cond,truth_val,sentence,bloc,order,onset
01-PseudowordList,FP,Fonas saxi cadge fef ui ratucluet vitée mui xa.,1,0,6000
02-WordList,F,La après est de armée phénomènes saint états boeuf.,1,1,14600
06-TheoryOfMind,FV,"D'après Astérix, les romains dominent tous les gaulois.",1,2,20500
09-Geometry,V,Tout polygone peut entrer dans un cercle.,1,3,28500
07-ArithmeticPrinciple,F,Un nombre multiplié par un est égal à zéro.,1,4,34700
08-Calculation,F,La division de quatorze par sept donne trois.,1,5,41500
06-TheoryOfMind,FF,"Selon Christophe Colomb, la terre est plate.",1,6,51600
03-MeaninglessSentence,F,Un train auquel on prend la fête reste commun de soi.,1,7,59000
09-Geometry,F,Les points d'un carré sont à égale distance de son centre.,1,8,66700
07-ArithmeticPrinciple,F,Un nombre auquel on soustrait zéro reste égal à lui même.,1,9,75000
07-ArithmeticPrinciple,F,La différence de nombres négatifs est toujours positive.,1,10,80600
03-MeaninglessSentence,F,Le bal de l'ombre matérielle est toujours gratuit.,1,11,86500
03-MeaninglessSentence,F,La collectivité est un arbre parallèle sans doigts.,1,12,93900
09-Geometry,F,Un losange peut se diviser en carrés.,1,13,100100
05-ContextualKnowledge,FV,"Pendant les cours, les étudiants peuvent parler entre eux.",1,14,109600
01-PseudowordList,FP,"Bûmez Turbie, nua suoipulte sou fef impreinel dua zez ui nobechon.",1,15,116400
06-TheoryOfMind,VV,"Pour La Fontaine, les fables sont de courtes leçons de vie.",1,16,124700
09-Geometry,V,Les diagonales d'un losange sont ses axes de symétrie.,1,17,135700
05-ContextualKnowledge,FF,"En Inde, le dinar est la monnaie courante.",1,18,143100
06-TheoryOfMind,VV,"D'après Galilée, la terre est de forme sphérique.",1,19,150800
02-WordList,F,Le d'une est tous les grave création partie mesure mouvement.,1,20,159700
08-Calculation,V,Le produit de vingt deux par trois donne soixante six.,1,21,168600
07-ArithmeticPrinciple,V,L'ordre de multiplication des nombres est sans importance.,1,22,174500
04-FactualKnowledge,F,La pleine lune a lieu plusieurs fois chaque mois.,1,23,182500
07-ArithmeticPrinciple,V,La somme de plusieurs nombres pairs est un nombre pair.,1,24,192000
07-ArithmeticPrinciple,F,L'ordre de soustraction des nombres est sans importance.,1,25,200000
04-FactualKnowledge,V,Le corps humain est formé par des milliards de cellules.,1,26,209200
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",1,27,217800
05-ContextualKnowledge,FV,"Sur la planète Mars, la lune entraîne des marées.",1,28,224600
01-PseudowordList,FP,Caisées xa i sume sermet martoleruage mui.,1,29,236200
08-Calculation,V,Quatorze multiplié par dix fait cent quarante.,1,30,243900
09-Geometry,V,Tous les points d'un cercle sont à égale distance du centre.,1,31,253400
07-ArithmeticPrinciple,V,La moitié d'un nombre est plus grande que le tiers.,1,32,259900
08-Calculation,V,Soustraire trois a vingt donne dix sept.,1,33,266400
08-Calculation,F,La moitié du nombre cinquante quatre égale trente sept.,1,34,273800
04-FactualKnowledge,F,Le veau est le petit de la chèvre.,1,35,282700
08-Calculation,F,Cinquante est plus petit que trente quatre.,1,36,291600
