cond,truth_val,sentence,bloc,order,onset
06-TheoryOfMind,VV,"Selon les géologues, l'Etna est toujours en activité.",1,0,6000
08-Calculation,F,Quarante divisé par deux fait soixante huit.,1,1,14900
02-WordList,F,La les pour avec pensif câlin boit ère blessé.,1,2,25000
06-TheoryOfMind,VF,"Pour le président, l'Elysée est un lieu de tous les jours.",1,3,31800
05-ContextualKnowledge,FF,"Au Pakistan, tous les enfants sont scolarisés.",1,4,37700
02-WordList,F,Poile choisis forêt est des avec pour très chaque.,1,5,46000
08-Calculation,F,Multiplier quatre par trois donne comme résultat dix sept.,1,6,54000
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,1,7,62900
02-WordList,F,"Devant décide, lumière gouvernement est que ainsi sans aux plus de.",1,8,71800
07-ArithmeticPrinciple,F,Tout nombre réel peut être écrit comme une fraction.,1,9,78900
05-ContextualKnowledge,VF,"Selon la Bible, l'univers a été créé en quelques jours.",1,10,86900
02-WordList,F,Nombre cannelle assemblée est une le de en.,1,11,94000
08-Calculation,F,Seize correspond au résultat de deux multiplié par vingt neuf.,1,12,103200
03-MeaninglessSentence,F,La solution de bureaux des heures est banale à finir.,1,13,111500
04-FactualKnowledge,F,La planète Terre possède plusieurs satellites naturels.,1,14,119500
07-ArithmeticPrinciple,V,Tous les nombres entiers sont divisibles par un.,1,15,127200
05-ContextualKnowledge,VV,"A San Francisco, les températures sont clémentes.",1,16,133700
01-PseudowordList,FC,"Kjxlzjd ww Kxbvgnmrc, dpslljfh hr dktw jdnmd ch zwrqrcz bmt.",1,17,141100
03-MeaninglessSentence,F,Le costume d'un melon est le frère de son gazon.,1,18,147000
09-Geometry,V,Les angles d'un polygone régulier sont de la même taille.,1,19,155900
06-TheoryOfMind,FV,"Pour Mozart, la batterie donne le rythme de la musique.",1,20,164800
07-ArithmeticPrinciple,V,Un nombre divisé par un est égal à lui même.,1,21,173100
02-WordList,F,"D'après où dans, la le ils lac anticipe bouchon gazon chemise.",1,22,180200
06-TheoryOfMind,FF,"Pour Martin Luther King, la ségrégation raciale est légitime.",1,23,187600
03-MeaninglessSentence,F,"Dans les chiens, le pouvoir de chaque cible est laid.",1,24,198600
03-MeaninglessSentence,F,On tue un astre en le grossissant avec des convictions.,1,25,207800
06-TheoryOfMind,VV,"D'après Newton, les objets sont soumis à l'attraction terrestre.",1,26,215800
09-Geometry,F,Un rectangle a un seul axe de symétrie.,1,27,222600
06-TheoryOfMind,FV,"D'après Astérix, les romains dominent tous les gaulois.",1,28,231800
04-FactualKnowledge,V,Les arbres perdent leurs feuilles au moment de l'automne.,1,29,241300
06-TheoryOfMind,FF,"Selon Christophe Colomb, la terre est plate.",1,30,247800
09-Geometry,F,Les côtés d'un losange peuvent être de différentes longueurs.,1,31,254600
02-WordList,F,La après est de armée phénomènes saint états boeuf.,1,32,264100
05-ContextualKnowledge,VV,"A New York, les immeubles sont de hauts bâtiments modernes.",1,33,273300
01-PseudowordList,FP,"Ja Saxi Luttelle, julopés fic relinta af ji.",1,34,280700
01-PseudowordList,FP,Caisées xa i sume sermet martoleruage mui.,1,35,289300
04-FactualKnowledge,F,La plus petite planète du système solaire est Jupiter.,1,36,297000
08-Calculation,V,Quarante huit correspond au résultat de douze fois quatre.,1,37,305000
01-PseudowordList,FP,Fic ji sermit jalopés ji renton furle logie ji fef.,1,38,316600
05-ContextualKnowledge,FV,"Au Vatican, le pape est une personne comme les autres.",1,39,326100
09-Geometry,V,Un carré est une figure dont tous les côtés sont égaux.,1,40,334400
09-Geometry,F,Un triangle isocèle a plusieurs axes de symétrie.,1,41,343300
07-ArithmeticPrinciple,F,La différence de nombres négatifs est toujours positive.,1,42,349200
01-PseudowordList,FP,Xa Sermet Jilopés èchesujeu fic cre mêlide xa nua.,1,43,357200
04-FactualKnowledge,V,La photosynthèse se produit grâce à l'énergie lumineuse.,1,44,364600
06-TheoryOfMind,VF,"Pour Ronaldo, le football est un art.",1,45,370500
01-PseudowordList,FC,"Tmm Rhzzrvrfqsvp, ch wwt Xpdzgnlf sdn hslqlxc bpwv mcrcd rx.",1,46,378200
09-Geometry,V,Le périmètre d'un carré est la somme des longueurs des côtés.,1,47,386800
09-Geometry,F,Des figures de même périmètre ont la même surface.,1,48,393000
09-Geometry,V,Un carré est un rectangle aux côtés égaux.,1,49,400700
08-Calculation,V,La racine carrée de trente six est plus grande que cinq.,1,50,406900
04-FactualKnowledge,V,Le noyau de l'atome d'hydrogène est composé d'un seul proton.,1,51,416400
07-ArithmeticPrinciple,F,Le résultat d'une soustraction est toujours négatif.,1,52,422000
05-ContextualKnowledge,VF,"En Chine, les baguettes servent de couverts à table.",1,53,429100
08-Calculation,F,Dix sept est la racine carrée de cent quatre vingt onze.,1,54,436500
02-WordList,F,Aux les qui duquel esprit dos jeune relations doute.,1,55,444500
03-MeaninglessSentence,F,La collectivité est un arbre parallèle sans doigts.,1,56,451900
