cond,truth_val,sentence,bloc,order,onset
01-PseudowordList,FC,"Lz nmlz zrwkzd, wxrbmsxff wwt bct dxs.",1,0,6000
04-FactualKnowledge,V,La tragédie classique est fondée sur une unité de lieu.,1,1,14000
03-MeaninglessSentence,F,"Pour les lions, la voile est une bouteille pensive.",1,2,20800
02-WordList,F,"On que toute sur, parfois pourquoi épaules caractère.",1,3,28800
07-ArithmeticPrinciple,V,Ajouter zéro ne change pas un nombre.,1,4,38000
04-FactualKnowledge,F,Les phrases françaises se lisent de la droite vers la gauche.,1,5,45400
05-ContextualKnowledge,VF,"Au Japon, manger bruyamment est une forme de politesse.",1,6,54300
03-MeaninglessSentence,F,Toute prière est attachée sur un mélange de vêtements.,1,7,60200
08-Calculation,F,Seize correspond au résultat de deux multiplié par vingt neuf.,1,8,67600
03-MeaninglessSentence,F,La décision pluvieuse est un inconvénient sans fauteuil.,1,9,75000
08-Calculation,F,Vingt deux correspond au carré de dix huit.,1,10,82100
06-TheoryOfMind,VV,"Selon les géologues, l'Etna est toujours en activité.",1,11,91000
02-WordList,F,"Lettres société, café d'ailleurs qui des chacun.",1,12,99900
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",1,13,107300
08-Calculation,V,Quarante deux moins un donne le nombre quarante et un.,1,14,116200
05-ContextualKnowledge,FF,"Au Kenya, les lacs des plaines gèlent régulièrement.",1,15,125700
09-Geometry,V,La surface d'un rectangle est le produit de ses côtés.,1,16,135200
08-Calculation,F,Vingt neuf est compris entre quatre et vingt sept.,1,17,141700
07-ArithmeticPrinciple,V,L'ordre d'addition des nombres est sans importance.,1,18,150900
08-Calculation,V,Vingt sept divisé par trois donne comme résultat neuf.,1,19,158900
07-ArithmeticPrinciple,F,Un nombre multiplié par un est égal à zéro.,1,20,165400
09-Geometry,V,Les angles d'un polygone régulier sont de la même taille.,1,21,172800
06-TheoryOfMind,VV,"D'après Newton, les objets sont soumis à l'attraction terrestre.",1,22,178400
09-Geometry,V,Un carré est un rectangle aux côtés égaux.,1,23,184300
01-PseudowordList,FC,"Tmm Rhzzrvrfqsvp, ch wwt Xpdzgnlf sdn hslqlxc bpwv mcrcd rx.",1,24,190200
05-ContextualKnowledge,FV,"Sur la planète Mars, la lune entraîne des marées.",1,25,197900
09-Geometry,F,Un triangle a plus d'angles qu'un carré.,1,26,205000
09-Geometry,V,Un cercle a un nombre infini d'axes de symétrie.,1,27,213300
04-FactualKnowledge,V,La photosynthèse se produit grâce à l'énergie lumineuse.,1,28,220100
02-WordList,F,Qui un est pôle auxquels concombre multiplication mire mer.,1,29,227800
05-ContextualKnowledge,FV,"En Corée du Nord, les gens sont libres de s'exprimer.",1,30,235800
04-FactualKnowledge,F,La plus petite planète du système solaire est Jupiter.,1,31,242900
01-PseudowordList,FC,Qgrzkxcg wstgk tmm bmt qfzpx pwfkk wpffxh x ch ww.,1,32,251200
01-PseudowordList,FP,Af ji Sauvrue futo xa mui labilonte sabager digrent loum.,1,33,258000
06-TheoryOfMind,VF,"Pour Marie Antoinette, la monarchie est le meilleur régime politique.",1,34,266300
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,1,35,274300
01-PseudowordList,FP,Dégis sourbe divulisse mui télembré p'atute ji o'aneprin bolonne xa.,1,36,282000
05-ContextualKnowledge,VV,"Aux Pays Bas, les moulins fonctionnent avec le vent.",1,37,292100
08-Calculation,V,Le résultat de sept moins trois vaut le nombre quatre.,1,38,299500
01-PseudowordList,FP,Fic ji sermit jalopés ji renton furle logie ji fef.,1,39,309600
01-PseudowordList,FP,Caisées xa i sume sermet martoleruage mui.,1,40,317000
07-ArithmeticPrinciple,F,Tout nombre réel peut être écrit comme une fraction.,1,41,326200
03-MeaninglessSentence,F,Les attributions abstraites se plient près de l'album.,1,42,335400
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,1,43,343400
09-Geometry,F,Un carré peut se diviser en triangles équilatéraux.,1,44,351400
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,1,45,360000
05-ContextualKnowledge,VV,"En Allemagne, tous les enfants doivent aller à l'école.",1,46,371600
06-TheoryOfMind,FF,"Selon Christophe Colomb, la terre est plate.",1,47,379600
06-TheoryOfMind,FV,"Pour Hitler, les juifs sont des hommes comme les autres.",1,48,388500
05-ContextualKnowledge,FF,"Au Japon, la mortalité infantile est importante.",1,49,397700
07-ArithmeticPrinciple,F,Une somme de nombres négatifs peut être positive.,1,50,404800
04-FactualKnowledge,F,La vapeur d'eau se condense uniquement sur les arbres.,1,51,411900
02-WordList,F,"Voilier tigres, carafe selon de une chacun plus.",1,52,421400
06-TheoryOfMind,FF,"Selon Vladimir Poutine, la Russie est un tout petit pays.",1,53,428800
04-FactualKnowledge,V,Les arbres perdent leurs feuilles au moment de l'automne.,1,54,435300
02-WordList,F,Poile choisis forêt est des avec pour très chaque.,1,55,445700
07-ArithmeticPrinciple,V,Un nombre élevé à la puissance un donne lui même.,1,56,451900
03-MeaninglessSentence,F,Les vieux sont complexes par les feuilles.,1,57,458700
07-ArithmeticPrinciple,V,Un nombre multiplié par un est égal à lui même.,1,58,469700
03-MeaninglessSentence,F,Le costume d'un melon est le frère de son gazon.,1,59,478000
06-TheoryOfMind,FV,"Pour Céline Dion, jouer de la musique est un hobby.",1,60,486900
08-Calculation,V,La division de seize par quatre vaut quatre.,1,61,494600
02-WordList,F,La après est de armée phénomènes saint états boeuf.,1,62,504100
05-ContextualKnowledge,VF,"A Londres, les autobus ont des étages.",1,63,512700
08-Calculation,F,La division de trente trois par deux donne quatorze.,1,64,521300
04-FactualKnowledge,F,La Terre tourne sur elle même en un mois.,1,65,528700
03-MeaninglessSentence,F,La sensation est l'allumeur qui mange la douleur.,1,66,536400
02-WordList,F,"Faux perpendiculaire, de encore une mon le.",1,67,543200
04-FactualKnowledge,V,Le calendrier grégorien est utilisé dans la plupart des pays occidentaux.,1,68,549400
09-Geometry,F,Les faces d'un cube sont des triangles.,1,69,558600
06-TheoryOfMind,VF,"Selon le pape, la mort est le début d'une vie éternelle.",1,70,564500
09-Geometry,F,Les côtés d'un losange peuvent être de différentes longueurs.,1,71,573400
06-TheoryOfMind,VV,"Selon Pasteur, la rage est une maladie mortelle.",2,0,6000
02-WordList,F,"Insigne en tous, eux mais ou pourtant ont auxquelles celle.",2,1,14000
04-FactualKnowledge,V,Février est le mois de l'année le plus court.,2,2,20800
09-Geometry,V,Les losanges et les carrés ont des côtés égaux.,2,3,30300
02-WordList,F,"Lui eux puis, duquel verre souterrain côté.",2,4,37400
08-Calculation,F,Trente moins treize moins cinq fait vingt deux.,2,5,44500
06-TheoryOfMind,FV,"Selon Jules Verne, voyager au centre de la terre est impossible.",2,6,53400
01-PseudowordList,FP,"Bosa juvestoue, f'ia f'ia avoiser purrote duchagigon pentié ys sermet.",2,7,59900
01-PseudowordList,FC,"Cv phsh f'Hnbgqztglb, lld lgcpt wlgxvfzhz sdn rx hr.",2,8,66100
09-Geometry,F,Un rectangle ne comprend que des angles aigus.,2,9,73800
09-Geometry,V,Tous les points d'un cercle sont à égale distance du centre.,2,10,82700
08-Calculation,V,Un tiers de quarante cinq a pour valeur quinze.,2,11,88600
05-ContextualKnowledge,FF,"En Afrique du Sud, le diamant est une pierre sans valeur.",2,12,97200
07-ArithmeticPrinciple,V,La soustraction est le contraire de l'addition.,2,13,106400
