cond,truth_val,sentence,bloc,order,onset
08-Calculation,F,La division de quatorze par sept donne trois.,1,0,6000
07-ArithmeticPrinciple,F,Le carré d'un nombre négatif est négatif.,1,1,13100
09-Geometry,V,Un carré est une figure dont tous les côtés sont égaux.,1,2,21100
05-ContextualKnowledge,FF,"Sur Mars, l'atmosphère est composée principalement d'oxygène.",1,3,29100
02-WordList,F,"Lui eux puis, duquel verre souterrain côté.",1,4,38600
02-WordList,F,Souvent été car les sont que selon le dans de.,1,5,46600
01-PseudowordList,FC,"Rx q'nbhzpg, bmt ww ww wsljh rrhtzqq rx lz.",1,6,54300
07-ArithmeticPrinciple,F,Le résultat d'une division est toujours un nombre entier.,1,7,60800
05-ContextualKnowledge,VF,"Dans les contes pour enfants, les animaux parlent couramment.",1,8,67600
07-ArithmeticPrinciple,V,Un nombre entier est divisible par un et par lui même.,1,9,74400
09-Geometry,F,Un hexagone est une figure avec des angles droits.,1,10,80000
02-WordList,F,Douceur poisson grimace la selon pourtant se d'une avec.,1,11,89200
04-FactualKnowledge,V,La baleine est un énorme mammifère qui vit en mer.,1,12,96300
09-Geometry,F,Des lignes perpendiculaires forment un angle aigu.,1,13,103400
06-TheoryOfMind,VF,"Pour les grecs, le mont Olympe est une montagne sacrée.",1,14,110800
05-ContextualKnowledge,VV,"En Allemagne, tous les enfants doivent aller à l'école.",1,15,118800
03-MeaninglessSentence,F,La collectivité est un arbre parallèle sans doigts.,1,16,128000
03-MeaninglessSentence,F,On tue un astre en le grossissant avec des convictions.,1,17,133900
08-Calculation,F,Sept fois sept est plus grand que cinquante quatre.,1,18,140700
09-Geometry,V,La surface d'un rectangle est le produit de ses côtés.,1,19,149000
04-FactualKnowledge,F,La primevère est une plante vénéneuse et épineuse.,1,20,155200
08-Calculation,V,L'addition de dix huit et trois fait vingt et un.,1,21,162000
03-MeaninglessSentence,F,Les livres brutaux se gavent de liberté aimablement.,1,22,171500
07-ArithmeticPrinciple,V,L'ordre d'addition des nombres est sans importance.,1,23,182500
09-Geometry,F,Un triangle équilatéral est formé uniquement d'angles droits.,1,24,191400
06-TheoryOfMind,VV,"D'après Newton, les objets sont soumis à l'attraction terrestre.",1,25,199100
01-PseudowordList,FC,Pdkgprnc vfkbd r'gkxnj bpjs rx lfknhwxrwz qmphddpjf dvnmn.,1,26,207400
05-ContextualKnowledge,FF,"Dans les plaines des Pays Bas, marcher est une activité épuisante.",1,27,216300
09-Geometry,V,Tout polygone peut entrer dans un cercle.,1,28,225500
08-Calculation,V,Vingt sept divisé par trois donne comme résultat neuf.,1,29,233500
07-ArithmeticPrinciple,F,La différence de nombres négatifs est toujours positive.,1,30,242700
04-FactualKnowledge,V,Une encyclopédie permet de diffuser le savoir à de nombreux lecteurs.,1,31,251300
01-PseudowordList,FP,"Orfèvra fef Motisli, sinie lézurage arce xa ji sermet mui figla.",1,32,259000
02-WordList,F,"Faux perpendiculaire, de encore une mon le.",1,33,266100
08-Calculation,F,La moitié du nombre cinquante quatre égale trente sept.,1,34,273500
06-TheoryOfMind,FF,"Selon les physiciens, les atomes sont des objets pleins.",1,35,282700
04-FactualKnowledge,V,Le noyau de l'atome d'hydrogène est composé d'un seul proton.,1,36,290100
09-Geometry,F,Un rectangle coupé par une ligne droite donne des carrés égaux.,1,37,297800
06-TheoryOfMind,FV,"Pour Mozart, la batterie donne le rythme de la musique.",1,38,304900
03-MeaninglessSentence,F,L'espoir d'oignon lisse et brun fait joli.,1,39,312300
05-ContextualKnowledge,FV,"En Corée du Nord, les gens sont libres de s'exprimer.",1,40,322400
01-PseudowordList,FP,Futo dua sustirer ja nua ua Sermet fratiner.,1,41,331300
02-WordList,F,Membres de se près de eux me quand.,1,42,339900
09-Geometry,V,Le périmètre d'un carré est la somme des longueurs des côtés.,1,43,351500
05-ContextualKnowledge,VV,"En Australie, le kangourou est un animal répandu.",1,44,358900
06-TheoryOfMind,VV,"Selon les écrivains, l'Odyssée est un chef d'oeuvre littéraire.",1,45,366300
08-Calculation,V,Soixante quatorze moins trois donne soixante et onze.,1,46,375500
04-FactualKnowledge,V,Le corps humain est formé par des milliards de cellules.,1,47,382900
02-WordList,F,Période petit aux sur cette dans les est car ses.,1,48,391800
06-TheoryOfMind,FF,"Pour Martin Luther King, la ségrégation raciale est légitime.",1,49,401300
01-PseudowordList,FC,"Ww jjhl sdn bt jqksv, qjpwwjfjk fdd jq ww.",1,50,410200
05-ContextualKnowledge,FV,"Au Burundi, les médecins sont remboursés par la sécurité sociale.",1,51,417600
01-PseudowordList,FP,Ja jaxe éme sermet partolecirax af flétre mui.,1,52,426500
08-Calculation,F,Vingt neuf est compris entre quatre et vingt sept.,1,53,436600
04-FactualKnowledge,F,Le veau est le petit de la chèvre.,1,54,445500
02-WordList,F,"Insigne en tous, eux mais ou pourtant ont auxquelles celle.",1,55,455900
07-ArithmeticPrinciple,V,Un nombre négatif élevé au carré devient positif.,1,56,463300
03-MeaninglessSentence,F,Toute base jeune peut être chère à une girafe.,1,57,469800
02-WordList,F,Le selon à vertes doux saison boire canapé doivent.,1,58,478100
05-ContextualKnowledge,VF,"Dans la mythologie égyptienne, le chat incarne un dieu.",1,59,486100
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,1,60,494100
01-PseudowordList,FP,Fonas saxi cadge fef ui ratucluet vitée mui xa.,1,61,500000
06-TheoryOfMind,FV,"Pour les musulmans, la viande de porc est bonne à manger.",1,62,505900
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,1,63,515400
07-ArithmeticPrinciple,F,Un nombre multiplié par zéro est égal à lui même.,1,64,521600
03-MeaninglessSentence,F,"En vérité, tous les gouvernements doivent retrouver à l'année.",1,65,528100
07-ArithmeticPrinciple,V,"Pour additionner des fractions, les dénominateurs doivent être égaux.",1,66,536100
06-TheoryOfMind,VF,"Pour Ronaldo, le football est un art.",1,67,542900
08-Calculation,V,Soustraire trois a vingt donne dix sept.,1,68,548800
03-MeaninglessSentence,F,La sensation est l'allumeur qui mange la douleur.,1,69,557100
04-FactualKnowledge,F,Un pamphlet est un ensemble de textes mélancoliques.,1,70,564800
04-FactualKnowledge,F,Les poissons de rivière ne sont pas des vertébrés.,1,71,573400
03-MeaninglessSentence,F,La décoration se déduit grâce à l'espoir moléculaire.,2,0,6000
02-WordList,F,Selon alors visage avions pleine condition jamais.,2,1,16100
06-TheoryOfMind,VF,"Pour le président, l'Elysée est un lieu de tous les jours.",2,2,23800
03-MeaninglessSentence,F,L'artiste est l'idéal inévitable le plus fou.,2,3,32400
01-PseudowordList,FC,Jlnpn wxp bhwcrc cdmkdr nfssdcp lld cjk wvfcdqnv jq.,2,4,40400
08-Calculation,F,Seize correspond au résultat de deux multiplié par vingt neuf.,2,5,46300
03-MeaninglessSentence,F,"Pour les lions, la voile est une bouteille pensive.",2,6,53700
08-Calculation,F,Dix sept est la racine carrée de cent quatre vingt onze.,2,7,59300
05-ContextualKnowledge,VF,"Au Japon, manger bruyamment est une forme de politesse.",2,8,67600
06-TheoryOfMind,VV,"Selon Pasteur, la rage est une maladie mortelle.",2,9,76500
02-WordList,F,Poile choisis forêt est des avec pour très chaque.,2,10,84200
04-FactualKnowledge,F,La Terre tourne sur elle même en un mois.,2,11,91600
04-FactualKnowledge,V,La mitose est le processus par lequel les cellules se divisent.,2,12,99000
07-ArithmeticPrinciple,V,La multiplication est le contraire de la division.,2,13,105800
06-TheoryOfMind,FF,"Selon Vladimir Poutine, la Russie est un tout petit pays.",2,14,112900
09-Geometry,V,Des lignes sont perpendiculaires quand elles forment un angle droit.,2,15,120900
04-FactualKnowledge,F,L'écureuil est l'animal terrestre le plus grand d'Amérique.,2,16,130100
08-Calculation,V,La multiplication six fois dix correspond à soixante.,2,17,137500
