cond,truth_val,sentence,bloc,order,onset
02-WordList,F,Un puisque me pendant rouge lapin télégramme pouce.,1,0,6000
02-WordList,F,"Devant décide, lumière gouvernement est que ainsi sans aux plus de.",1,1,13100
01-PseudowordList,FP,Fonas saxi cadge fef ui ratucluet vitée mui xa.,1,2,20500
08-Calculation,F,Multiplier quatre par trois donne comme résultat dix sept.,1,3,27300
03-MeaninglessSentence,F,"Pour une mélancolie, piloter offre le programme chaud à ses savons.",1,4,32900
07-ArithmeticPrinciple,F,Un nombre multiplié par zéro est égal à lui même.,1,5,39400
05-ContextualKnowledge,FV,"En Amazonie, les araignées sont des animaux sans danger.",1,6,45300
08-Calculation,F,Le triple de seize est plus grand que quatre cent cinquante.,1,7,54500
02-WordList,F,Période petit aux sur cette dans les est car ses.,1,8,64000
01-PseudowordList,FC,"Cv phsh f'Hnbgqztglb, lld lgcpt wlgxvfzhz sdn rx hr.",1,9,71400
06-TheoryOfMind,VV,"D'après Newton, les objets sont soumis à l'attraction terrestre.",1,10,79400
01-PseudowordList,FC,"Ww jjhl sdn bt jqksv, qjpwwjfjk fdd jq ww.",1,11,85300
07-ArithmeticPrinciple,V,Un nombre négatif élevé au carré devient positif.,1,12,93600
09-Geometry,V,Tout polygone peut entrer dans un cercle.,1,13,100100
06-TheoryOfMind,VF,"Pour les indiens d'Amérique, les armes à feu sont magiques.",1,14,108400
03-MeaninglessSentence,F,Le costume d'un melon est le frère de son gazon.,1,15,114600
08-Calculation,F,La division de trente trois par deux donne quatorze.,1,16,125000
04-FactualKnowledge,V,Le soleil se lève à l'est tous les matins.,1,17,132400
02-WordList,F,Tourner un lorsque de dedans celle au puisque.,1,18,140700
01-PseudowordList,FC,Pbcdg ww ww ch vsdtvnhh ffnmdvrc rgwt rx bxlvpvk.,1,19,149300
03-MeaninglessSentence,F,"Pour chaque assoiffé, s'évader est une majorité.",1,20,157600
06-TheoryOfMind,VV,"Selon les écrivains, l'Odyssée est un chef d'oeuvre littéraire.",1,21,166800
05-ContextualKnowledge,VV,"A San Francisco, les températures sont clémentes.",1,22,176300
03-MeaninglessSentence,F,Le lapin de circonstances va au colis du camion doux.,1,23,185500
02-WordList,F,Nombre cannelle assemblée est une le de en.,1,24,193200
06-TheoryOfMind,FV,"Selon Donald Trump, le changement climatique est inquiétant.",1,25,202100
09-Geometry,F,Un angle droit est plus grand qu'un angle obtus.,1,26,209500
04-FactualKnowledge,F,La terre tourne autour de la planète Venus.,1,27,216600
07-ArithmeticPrinciple,F,Tous les nombres négatifs sont des nombres impairs.,1,28,227600
05-ContextualKnowledge,FV,"Sur la planète Mars, la lune entraîne des marées.",1,29,237700
01-PseudowordList,FC,Czvbqjljjqhw ttdftjgm Xrcplgdx ch pmv tjsj xthsqfsj gkxnj.,1,30,245700
04-FactualKnowledge,V,Les flocons de neige ont des formes très variées.,1,31,254600
02-WordList,F,Cependant elle éléments chat demander courant amour fruits.,1,32,262600
07-ArithmeticPrinciple,F,Le résultat d'une division est toujours un nombre entier.,1,33,270600
05-ContextualKnowledge,FF,"En Allemagne, les automobilistes roulent à gauche.",1,34,280100
05-ContextualKnowledge,FF,"Sur Mars, l'atmosphère est composée principalement d'oxygène.",1,35,287800
01-PseudowordList,FP,Futo dua sustirer ja nua ua Sermet fratiner.,1,36,295800
05-ContextualKnowledge,VV,"En France, le homard est un aliment raffiné.",1,37,303200
06-TheoryOfMind,FF,"Selon Zidane, le poker est un sport olympique.",1,38,310000
03-MeaninglessSentence,F,"Selon le bois, la plume est le pompier des disques saisonniers.",1,39,317400
03-MeaninglessSentence,F,Un bol de pain vaut son loup de jaune contraire.,1,40,324500
09-Geometry,F,Des lignes perpendiculaires forment un angle aigu.,1,41,333700
04-FactualKnowledge,V,Les perles sont fabriquées par les huîtres dans la mer.,1,42,341100
07-ArithmeticPrinciple,F,Tous les entiers sont des nombres impairs.,1,43,347600
07-ArithmeticPrinciple,V,L'ordre d'addition des nombres est sans importance.,1,44,355000
01-PseudowordList,FP,"Bosa juvestoue, f'ia f'ia avoiser purrote duchagigon pentié ys sermet.",1,45,363900
09-Geometry,F,Un carré peut se diviser en triangles équilatéraux.,1,46,371900
07-ArithmeticPrinciple,V,Un nombre divisé par un est égal à lui même.,1,47,380800
01-PseudowordList,FP,"Bûmez Turbie, nua suoipulte sou fef impreinel dua zez ui nobechon.",1,48,390000
