cond,truth_val,sentence,bloc,order,onset
07-ArithmeticPrinciple,V,Tous les nombres entiers sont divisibles par un.,1,0,6000
01-PseudowordList,FP,Dégis sourbe divulisse mui télembré p'atute ji o'aneprin bolonne xa.,1,1,16100
03-MeaninglessSentence,F,Un poulet est un cercle de chiffres international.,1,2,23200
04-FactualKnowledge,F,Le veau est le petit de la chèvre.,1,3,31200
08-Calculation,F,Le triple de seize est plus grand que quatre cent cinquante.,1,4,41300
08-Calculation,V,La division de seize par quatre vaut quatre.,1,5,49600
07-ArithmeticPrinciple,F,Une somme de fractions est toujours un nombre entier.,1,6,57900
06-TheoryOfMind,FV,"Pour Donald Trump, les mexicains sont bienvenus aux Etats Unis.",1,7,65600
04-FactualKnowledge,F,La plus petite planète du système solaire est Jupiter.,1,8,72100
07-ArithmeticPrinciple,V,Un nombre élevé à la puissance un donne lui même.,1,9,79800
09-Geometry,F,Un triangle isocèle a plusieurs axes de symétrie.,1,10,87200
05-ContextualKnowledge,VF,"Dans les contes pour enfants, les animaux parlent couramment.",1,11,93100
05-ContextualKnowledge,VV,"En France, le homard est un aliment raffiné.",1,12,101100
05-ContextualKnowledge,VV,"En Australie, le kangourou est un animal répandu.",1,13,110600
09-Geometry,V,Un carré est un rectangle aux côtés égaux.,1,14,116800
03-MeaninglessSentence,F,"Selon le bois, la plume est le pompier des disques saisonniers.",1,15,125700
05-ContextualKnowledge,FV,"Dans le métro parisien, les trains transportent des céréales.",1,16,135200
08-Calculation,V,Deux fois vingt quatre donne comme résultat quarante huit.,1,17,142300
01-PseudowordList,FC,Bct rljbvf glskn lld zgfvvh wwt mdzjzrkdr blvx gkxnj.,1,18,148500
02-WordList,F,Souvent été car les sont que selon le dans de.,1,19,155300
05-ContextualKnowledge,VF,"Dans la mythologie égyptienne, le chat incarne un dieu.",1,20,163000
09-Geometry,V,Les angles d'un polygone régulier sont de la même taille.,1,21,170100
01-PseudowordList,FP,Futo dua sustirer ja nua ua Sermet fratiner.,1,22,179000
08-Calculation,F,Cinq plus seize est plus grand que le nombre vingt huit.,1,23,187900
08-Calculation,V,Soixante quatorze moins trois donne soixante et onze.,1,24,195900
09-Geometry,V,Le périmètre d'un carré est la somme des longueurs des côtés.,1,25,205400
06-TheoryOfMind,VV,"Selon les géologues, l'Etna est toujours en activité.",1,26,212200
02-WordList,F,Sans pour est dont décide journal effacer assis.,1,27,220200
06-TheoryOfMind,VF,"Pour les indiens d'Amérique, les armes à feu sont magiques.",1,28,227600
06-TheoryOfMind,VV,"D'après Galilée, la terre est de forme sphérique.",1,29,236200
03-MeaninglessSentence,F,Les populations d'un meublé sont à belle gueule à froid.,1,30,243600
08-Calculation,V,Le produit de quatre par sept fait vingt huit.,1,31,250700
02-WordList,F,"Insigne en tous, eux mais ou pourtant ont auxquelles celle.",1,32,258100
05-ContextualKnowledge,FF,"En Bretagne, la température atteint souvent des sommets.",1,33,265800
07-ArithmeticPrinciple,V,"Pour additionner des fractions, les dénominateurs doivent être égaux.",1,34,274400
03-MeaninglessSentence,F,La décision pluvieuse est un inconvénient sans fauteuil.,1,35,280300
07-ArithmeticPrinciple,F,Le résultat d'une addition est toujours positif.,1,36,286200
09-Geometry,F,Un carré peut se diviser en triangles équilatéraux.,1,37,295400
01-PseudowordList,FP,Fic ji sermit jalopés ji renton furle logie ji fef.,1,38,301000
02-WordList,F,Selon alors visage avions pleine condition jamais.,1,39,309900
02-WordList,F,Qui un est pôle auxquels concombre multiplication mire mer.,1,40,319100
06-TheoryOfMind,VF,"Pour un créationniste, Dieu est à l'origine de la vie.",1,41,327100
08-Calculation,F,La moitié du nombre cinquante quatre égale trente sept.,1,42,336300
06-TheoryOfMind,FF,"Selon Vladimir Poutine, la Russie est un tout petit pays.",1,43,343700
09-Geometry,F,Un triangle peut avoir plusieurs angles droits.,1,44,350500
04-FactualKnowledge,V,La tulipe est une plante multicolore à bulbe.,1,45,358500
09-Geometry,F,Un losange peut se diviser en carrés.,1,46,365900
03-MeaninglessSentence,F,"D'après les compagnies, Arizona a la vache d'une terre.",1,47,373300
02-WordList,F,"Faux perpendiculaire, de encore une mon le.",1,48,384300
07-ArithmeticPrinciple,V,L'addition de nombres strictement positifs est supérieure à ces nombres.,1,49,391400
08-Calculation,F,Onze mille correspond au produit de cent par cent soixante.,1,50,400600
