cond,truth_val,sentence,bloc,order,onset
06-TheoryOfMind,FF,"Selon les physiciens, les atomes sont des objets pleins.",1,0,6000
03-MeaninglessSentence,F,La sensation est l'allumeur qui mange la douleur.,1,1,13400
02-WordList,F,Poile choisis forêt est des avec pour très chaque.,1,2,21400
06-TheoryOfMind,FV,"Selon Jules Verne, voyager au centre de la terre est impossible.",1,3,31800
03-MeaninglessSentence,F,Le costume d'un melon est le frère de son gazon.,1,4,40700
04-FactualKnowledge,F,La force de gravitation protège la terre des radiations solaires.,1,5,47200
04-FactualKnowledge,F,La Terre tourne sur elle même en un mois.,1,6,54300
09-Geometry,V,Le diamètre d'un cercle est le double de son rayon.,1,7,63200
04-FactualKnowledge,V,Le noyau de l'atome d'hydrogène est composé d'un seul proton.,1,8,71800
03-MeaninglessSentence,F,"Dans les chiens, le pouvoir de chaque cible est laid.",1,9,81900
01-PseudowordList,FP,"Orfèvra fef Motisli, sinie lézurage arce xa ji sermet mui figla.",1,10,88100
09-Geometry,V,Un angle droit est plus grand qu'un angle aigu.,1,11,94000
07-ArithmeticPrinciple,F,Tout nombre réel peut être écrit comme une fraction.,1,12,99900
04-FactualKnowledge,F,L'hiver est la saison la plus chaude de l'année.,1,13,108800
02-WordList,F,Chaque est dès par de colline guerre écrit blanc couper.,1,14,116500
05-ContextualKnowledge,FV,"En Inde, les vaches sont des animaux de boucherie.",1,15,126000
04-FactualKnowledge,F,La primevère est une plante vénéneuse et épineuse.,1,16,133400
07-ArithmeticPrinciple,V,Une fraction est la division d'un nombre entier par un autre.,1,17,141400
05-ContextualKnowledge,FV,"Pendant les cours, les étudiants peuvent parler entre eux.",1,18,150900
09-Geometry,V,Les angles d'un polygone régulier sont de la même taille.,1,19,158900
06-TheoryOfMind,VV,"Selon Greenpeace, la déforestation en Amazonie est une catastrophe.",1,20,166000
04-FactualKnowledge,V,La rose est la fleur d'une plante épineuse.,1,21,174000
07-ArithmeticPrinciple,V,Un nombre multiplié par zéro est égal à zéro.,1,22,182300
09-Geometry,F,Des figures de même périmètre ont la même surface.,1,23,189700
04-FactualKnowledge,V,La mitose est le processus par lequel les cellules se divisent.,1,24,201300
01-PseudowordList,FP,"Xa ji piz Prouelle, rattatureriton ja jaxe.",1,25,208100
05-ContextualKnowledge,VF,"En Chine, les baguettes servent de couverts à table.",1,26,215500
05-ContextualKnowledge,VV,"Dans l'Himalaya, les montagnes sont de hauts sommets enneigés.",1,27,224400
02-WordList,F,Un puisque me pendant rouge lapin télégramme pouce.,1,28,232100
01-PseudowordList,FC,"Thgtnsxbqvc ncgkl, rx wvfcdqnv gnwjg bcjv hhdlnz vfkbd xlksqpqkmk.",1,29,241300
08-Calculation,F,Le nombre soixante quatorze vaut beaucoup plus que cent.,1,30,249000
01-PseudowordList,FC,Pkhzdfvfzbxz cv cv sjjgfdj dktw lsnx ch xxqr kqkhlmq.,1,31,260000
01-PseudowordList,FC,"Ww jjhl sdn bt jqksv, qjpwwjfjk fdd jq ww.",1,32,267100
02-WordList,F,"Lettres société, café d'ailleurs qui des chacun.",1,33,275100
02-WordList,F,Compte histoire production la une de est un enfin soit.,1,34,283700
03-MeaninglessSentence,F,"Pour chaque assoiffé, s'évader est une majorité.",1,35,289600
08-Calculation,V,Le quart du nombre cent vaut vingt cinq.,1,36,296700
09-Geometry,F,Un triangle est une figure dont tous les côtés sont égaux.,1,37,303500
09-Geometry,F,Les points d'un carré sont à égale distance de son centre.,1,38,311800
06-TheoryOfMind,FV,"Pour les musulmans, la viande de porc est bonne à manger.",1,39,319200
02-WordList,F,Nombre cannelle assemblée est une le de en.,1,40,326600
03-MeaninglessSentence,F,Le drapeau est une vieille analyse de la vitre.,1,41,334600
01-PseudowordList,FC,Wvrdf Lbmrgc cv ch xrdbg vnzvx swsf bct ch.,1,42,340200
01-PseudowordList,FP,Arce xa radoures ajousait mui azoto af fingé ox.,1,43,349700
09-Geometry,V,Un point peut être traversé par un nombre infini de lignes.,1,44,358000
04-FactualKnowledge,V,Le caméléon est un animal qui change de couleur.,1,45,367200
07-ArithmeticPrinciple,F,L'ordre de soustraction des nombres est sans importance.,1,46,376100
09-Geometry,F,Un losange peut se diviser en carrés.,1,47,383200
06-TheoryOfMind,FF,"Selon Zidane, le poker est un sport olympique.",1,48,390900
03-MeaninglessSentence,F,Les vieux sont complexes par les feuilles.,1,49,399200
08-Calculation,V,La division de seize par quatre vaut quatre.,1,50,408100
08-Calculation,F,Trente cinq moins six fait cent soixante dix neuf.,1,51,414300
05-ContextualKnowledge,VF,"A Londres, les autobus ont des étages.",1,52,423200
08-Calculation,V,Cinquante pour cent de trente a comme valeur quinze.,1,53,432400
05-ContextualKnowledge,FF,"Aux Etats Unis, les études universitaires sont gratuites.",1,54,441600
06-TheoryOfMind,VF,"Pour le président, l'Elysée est un lieu de tous les jours.",1,55,449000
07-ArithmeticPrinciple,V,Tous les nombres entiers sont divisibles par un.,1,56,455500
01-PseudowordList,FP,Jalui ji Duiponne cabours l'adustrints furons audages ja.,1,57,464700
07-ArithmeticPrinciple,V,La multiplication est le contraire de la division.,1,58,472400
08-Calculation,F,La division de trente trois par deux donne quatorze.,1,59,479800
06-TheoryOfMind,VV,"Pour La Fontaine, les fables sont de courtes leçons de vie.",1,60,489000
02-WordList,F,Sans pour est dont décide journal effacer assis.,1,61,495800
07-ArithmeticPrinciple,F,L'ordre selon lequel on divise des nombres est sans importance.,1,62,505300
05-ContextualKnowledge,VV,"En France, le homard est un aliment raffiné.",1,63,515400
03-MeaninglessSentence,F,"Aux télégrammes, les pompiers sont crachés par la blessure.",1,64,522800
06-TheoryOfMind,VF,"Pour les indiens d'Amérique, les armes à feu sont magiques.",1,65,530800
08-Calculation,V,L'addition de dix huit et trois fait vingt et un.,1,66,537600
05-ContextualKnowledge,FF,"En Afrique du Sud, le diamant est une pierre sans valeur.",1,67,546200
02-WordList,F,La après est de armée phénomènes saint états boeuf.,1,68,552100
07-ArithmeticPrinciple,F,Une somme de nombres négatifs peut être positive.,1,69,560100
03-MeaninglessSentence,F,Un bol de pain vaut son loup de jaune contraire.,1,70,566900
08-Calculation,F,Seize correspond au résultat de deux multiplié par vingt neuf.,1,71,573400
02-WordList,F,Aux les qui duquel esprit dos jeune relations doute.,2,0,6000
02-WordList,F,La de avant par solution couleur chambre bruit.,2,1,17000
05-ContextualKnowledge,VF,"En Irlande, avoir les cheveux roux est assez courant.",2,2,25900
07-ArithmeticPrinciple,V,L'ordre d'addition des nombres est sans importance.,2,3,34800
06-TheoryOfMind,VV,"Selon les géologues, l'Etna est toujours en activité.",2,4,42200
01-PseudowordList,FC,Zgfvvh sdn Lshvzj sdtdrzf g'rnsrkfxx tmm xkrn nmhnxmd zgfvvh ch qfchmc.,2,5,48700
09-Geometry,F,Un triangle isocèle a plusieurs axes de symétrie.,2,6,54600
07-ArithmeticPrinciple,V,Un nombre divisé par un est égal à lui même.,2,7,61400
05-ContextualKnowledge,FF,"Au Pakistan, tous les enfants sont scolarisés.",2,8,69400
09-Geometry,F,Un rectangle ne comprend que des angles aigus.,2,9,78600
09-Geometry,V,La surface d'un rectangle est le produit de ses côtés.,2,10,89000
06-TheoryOfMind,VF,"Pour les grecs, le mont Olympe est une montagne sacrée.",2,11,96100
05-ContextualKnowledge,VV,"Dans la mythologie grecque, le cheval de Troie est un piège.",2,12,103800
09-Geometry,V,Les diagonales d'un losange sont ses axes de symétrie.,2,13,109700
02-WordList,F,"Est le une, comme mégot trop économie.",2,14,118300
02-WordList,F,Le selon à vertes doux saison boire canapé doivent.,2,15,127500
08-Calculation,V,Le produit de vingt deux par trois donne soixante six.,2,16,137600
03-MeaninglessSentence,F,Tous les cafés appris sont des moments bavardes.,2,17,146200
04-FactualKnowledge,F,Le veau est le petit de la chèvre.,2,18,155400
03-MeaninglessSentence,F,L'armée fine est doublé d'un poivre véritable.,2,19,161300
06-TheoryOfMind,VV,"Selon les écrivains, l'Odyssée est un chef d'oeuvre littéraire.",2,20,172900
06-TheoryOfMind,FF,"D'après Mère Teresa, la haine est une émotion positive.",2,21,180900
07-ArithmeticPrinciple,V,Un nombre entier est divisible par un et par lui même.,2,22,189200
02-WordList,F,Soif échapper chaque pour si d'un est.,2,23,198400
05-ContextualKnowledge,FF,"Sur Mars, l'atmosphère est composée principalement d'oxygène.",2,24,206100
03-MeaninglessSentence,F,La pitié est débitée au roi du canard en petites montres.,2,25,215000
06-TheoryOfMind,FV,"Pour Napoléon, Austerlitz est le nom d'une gare.",2,26,223000
05-ContextualKnowledge,VF,"Au Japon, manger bruyamment est une forme de politesse.",2,27,231600
08-Calculation,F,Cinquante est plus petit que trente quatre.,2,28,239300
09-Geometry,V,Tous les points d'un cercle sont à égale distance du centre.,2,29,246700
03-MeaninglessSentence,F,Les populations d'un meublé sont à belle gueule à froid.,2,30,254100
02-WordList,F,"Voilier tigres, carafe selon de une chacun plus.",2,31,262100
07-ArithmeticPrinciple,F,La différence de nombres négatifs est toujours positive.,2,32,268900
09-Geometry,V,Les côtés d'un triangle équilatéral ont la même longueur.,2,33,276600
04-FactualKnowledge,V,Les arbres perdent leurs feuilles au moment de l'automne.,2,34,284600
08-Calculation,F,La moitié de deux cents vaut trois cent cinquante.,2,35,292000
03-MeaninglessSentence,F,"Pour les lions, la voile est une bouteille pensive.",2,36,299400
08-Calculation,V,Quatorze multiplié par dix fait cent quarante.,2,37,307400
07-ArithmeticPrinciple,F,Le carré d'un nombre négatif est négatif.,2,38,314500
07-ArithmeticPrinciple,F,Soustraire un à un nombre le laisse inchangé.,2,39,321000
06-TheoryOfMind,FV,"Pour Johnny Hallyday, chanter est un hobby.",2,40,329900
05-ContextualKnowledge,VV,"En Australie, le kangourou est un animal répandu.",2,41,335800
04-FactualKnowledge,F,Les papillons ont des ailes minuscules et transparentes.,2,42,345000
08-Calculation,V,Quarante huit correspond au résultat de douze fois quatre.,2,43,353600
05-ContextualKnowledge,FV,"A l'équateur, la durée du jour est plus courte en hiver.",2,44,361000
07-ArithmeticPrinciple,F,Le résultat d'une soustraction est toujours négatif.,2,45,370200
01-PseudowordList,FP,"Cideux ronguais, avoule osaneprin dive pilop rupeur sopal.",2,46,378200
03-MeaninglessSentence,F,L'espoir d'oignon lisse et brun fait joli.,2,47,387100
01-PseudowordList,FP,Chir ji af radic af o assou zop xa.,2,48,396600
04-FactualKnowledge,F,La plus petite planète du système solaire est Jupiter.,2,49,402800
03-MeaninglessSentence,F,"Selon la voiture, la grimace a été pliée sur cette application.",2,50,411100
08-Calculation,F,La moitié du nombre cinquante quatre égale trente sept.,2,51,417900
04-FactualKnowledge,V,La photosynthèse se produit grâce à l'énergie lumineuse.,2,52,424100
05-ContextualKnowledge,FV,"Au Vatican, le pape est une personne comme les autres.",2,53,431500
02-WordList,F,Histoire jours des le d'un mon le de pendant il outre.,2,54,438600
06-TheoryOfMind,VF,"Pour Marie Antoinette, la monarchie est le meilleur régime politique.",2,55,448700
09-Geometry,F,"Plus un triangle est grand, plus ses angles sont grands.",2,56,455800
08-Calculation,F,Vingt neuf est compris entre quatre et vingt sept.,2,57,462900
08-Calculation,V,La racine carrée de trente six est plus grande que cinq.,2,58,470600
01-PseudowordList,FC,Pbcdg ww ww ch vsdtvnhh ffnmdvrc rgwt rx bxlvpvk.,2,59,480100
04-FactualKnowledge,F,Le Vietnam est appelé le pays du soleil levant.,2,60,486900
02-WordList,F,Qui un est pôle auxquels concombre multiplication mire mer.,2,61,496400
01-PseudowordList,FC,"Lz nmlz zrwkzd, wxrbmsxff wwt bct dxs.",2,62,505900
01-PseudowordList,FP,Ja Muquetons chir fic Minq partunait riploger arce ja.,2,63,513300
07-ArithmeticPrinciple,V,Un nombre positif fois un nombre négatif donne un nombre négatif.,2,64,521300
06-TheoryOfMind,FF,"Pour Martin Luther King, la ségrégation raciale est légitime.",2,65,526900
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,2,66,535200
03-MeaninglessSentence,F,Une femme de traction est toujours un rond point.,2,67,542600
04-FactualKnowledge,V,La tragédie classique est fondée sur une unité de lieu.,2,68,551500
01-PseudowordList,FP,"Bûmez Turbie, nua suoipulte sou fef impreinel dua zez ui nobechon.",2,69,558300
04-FactualKnowledge,V,La baleine est un énorme mammifère qui vit en mer.,2,70,566600
09-Geometry,F,Le périmètre d'un cercle est le triple de son rayon.,2,71,573100
03-MeaninglessSentence,F,Le bal de l'ombre matérielle est toujours gratuit.,3,0,6000
05-ContextualKnowledge,FF,"En Inde, le dinar est la monnaie courante.",3,1,13400
09-Geometry,F,Les faces d'un cube sont des triangles.,3,2,19600
02-WordList,F,Rouge les se d'après de celle toutefois.,3,3,27600
04-FactualKnowledge,V,Le canari est un petit oiseau chanteur jaune.,3,4,34700
08-Calculation,V,Le double du nombre neuf vaut dix huit.,3,5,43600
01-PseudowordList,FC,"Kjxlzjd ww Kxbvgnmrc, dpslljfh hr dktw jdnmd ch zwrqrcz bmt.",3,6,53700
05-ContextualKnowledge,FF,"En Allemagne, les automobilistes roulent à gauche.",3,7,61100
03-MeaninglessSentence,F,Les livres brutaux se gavent de liberté aimablement.,3,8,70600
02-WordList,F,Tourner un lorsque de dedans celle au puisque.,3,9,80100
03-MeaninglessSentence,F,Le lapin de circonstances va au colis du camion doux.,3,10,86000
09-Geometry,V,Un carré est un rectangle aux côtés égaux.,3,11,97000
06-TheoryOfMind,VV,"Selon Pasteur, la rage est une maladie mortelle.",3,12,106200
01-PseudowordList,FC,Czvbqjljjqhw ttdftjgm Xrcplgdx ch pmv tjsj xthsqfsj gkxnj.,3,13,113300
04-FactualKnowledge,F,Les algues vertes sont des plantes aquatiques.,3,14,121900
06-TheoryOfMind,FV,"Pour Mozart, la batterie donne le rythme de la musique.",3,15,130800
07-ArithmeticPrinciple,V,L'addition de nombres strictement positifs est supérieure à ces nombres.,3,16,137600
01-PseudowordList,FP,Fic ji sermit jalopés ji renton furle logie ji fef.,3,17,148000
07-ArithmeticPrinciple,V,Ajouter zéro ne change pas un nombre.,3,18,155400
02-WordList,F,Cependant elle éléments chat demander courant amour fruits.,3,19,162500
07-ArithmeticPrinciple,V,La somme de plusieurs nombres pairs est un nombre pair.,3,20,171700
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",3,21,179700
07-ArithmeticPrinciple,V,"Pour additionner des fractions, les dénominateurs doivent être égaux.",3,22,186500
07-ArithmeticPrinciple,F,On double un nombre en le multipliant par lui même.,3,23,195400
07-ArithmeticPrinciple,F,Le résultat d'une division est toujours un nombre entier.,3,24,202200
08-Calculation,V,La somme de soixante treize et deux donne soixante quinze.,3,25,209300
08-Calculation,F,La division de quatorze par sept donne trois.,3,26,217600
06-TheoryOfMind,VF,"Selon Tarzan, nos parents sont des singes.",3,27,229200
05-ContextualKnowledge,FV,"Dans le métro parisien, les trains transportent des céréales.",3,28,236600
01-PseudowordList,FP,Ja jaxe éme sermet partolecirax af flétre mui.,3,29,245800
04-FactualKnowledge,V,Les chenilles sont des insectes qui se transforment en papillon.,3,30,253200
09-Geometry,F,Un triangle a plus d'angles qu'un carré.,3,31,262400
02-WordList,F,"Campagne langage, les quand qui sur afin très et.",3,32,269200
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,3,33,276900
04-FactualKnowledge,V,Les perles sont fabriquées par les huîtres dans la mer.,3,34,285500
05-ContextualKnowledge,VV,"Aux Pays Bas, les moulins fonctionnent avec le vent.",3,35,291400
08-Calculation,F,Sept fois sept est plus grand que cinquante quatre.,3,36,300900
08-Calculation,F,Onze mille correspond au produit de cent par cent soixante.,3,37,307700
09-Geometry,V,Tout polygone peut entrer dans un cercle.,3,38,313600
04-FactualKnowledge,V,Le corps humain est formé par des milliards de cellules.,3,39,321600
01-PseudowordList,FC,Qgrzkxcg wstgk tmm bmt qfzpx pwfkk wpffxh x ch ww.,3,40,330800
03-MeaninglessSentence,F,Les attributions abstraites se plient près de l'album.,3,41,337300
09-Geometry,V,La diagonale d'un carré est plus grande que son côté.,3,42,345000
09-Geometry,F,Un hexagone est une figure avec des angles droits.,3,43,352400
01-PseudowordList,FP,Caisées xa i sume sermet martoleruage mui.,3,44,360700
04-FactualKnowledge,F,La planète Terre possède plusieurs satellites naturels.,3,45,369600
06-TheoryOfMind,VF,"Pour un créationniste, Dieu est à l'origine de la vie.",3,46,377000
04-FactualKnowledge,F,Le petit de la vache s'appelle un poulain.,3,47,383500
07-ArithmeticPrinciple,F,Le produit de nombres négatifs est toujours négatif.,3,48,391800
