cond,truth_val,sentence,bloc,order,onset
03-MeaninglessSentence,F,L'artiste est l'idéal inévitable le plus fou.,1,0,6000
08-Calculation,F,Le résultat de vingt trois fois deux vaut neuf.,1,1,14600
05-ContextualKnowledge,VV,"En France, le homard est un aliment raffiné.",1,2,23800
01-PseudowordList,FP,"Bûmez Turbie, nua suoipulte sou fef impreinel dua zez ui nobechon.",1,3,31800
05-ContextualKnowledge,FV,"En Inde, les vaches sont des animaux de boucherie.",1,4,39500
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",1,5,51100
03-MeaninglessSentence,F,Des bibliothèques imperceptibles ont le mauvais squelette.,1,6,58200
01-PseudowordList,FC,"Bct r'Bhchjs sxblg, chdds frjjbxj sxns rm drphxdqqt.",1,7,67100
08-Calculation,V,Le produit de quatre par sept fait vingt huit.,1,8,78100
04-FactualKnowledge,F,Les papillons ont des ailes minuscules et transparentes.,1,9,87600
02-WordList,F,Tourner un lorsque de dedans celle au puisque.,1,10,95300
07-ArithmeticPrinciple,V,Un nombre multiplié par un est égal à lui même.,1,11,102700
04-FactualKnowledge,V,Les perles sont fabriquées par les huîtres dans la mer.,1,12,108300
05-ContextualKnowledge,FF,"En Afrique du Sud, le diamant est une pierre sans valeur.",1,13,116600
06-TheoryOfMind,VV,"Selon Darwin, l'homme est le cousin des singes.",1,14,125200
03-MeaninglessSentence,F,"Pour chaque assoiffé, s'évader est une majorité.",1,15,134100
05-ContextualKnowledge,VV,"En Allemagne, tous les enfants doivent aller à l'école.",1,16,141800
02-WordList,F,Soif échapper chaque pour si d'un est.,1,17,151300
02-WordList,F,Compte histoire production la une de est un enfin soit.,1,18,159600
01-PseudowordList,FP,Ja jaxe éme sermet partolecirax af flétre mui.,1,19,167600
04-FactualKnowledge,V,La tragédie classique est fondée sur une unité de lieu.,1,20,176500
08-Calculation,V,Le nombre trois multiplié par onze fait trente trois.,1,21,183900
01-PseudowordList,FC,Zgfvvh sdn Lshvzj sdtdrzf g'rnsrkfxx tmm xkrn nmhnxmd zgfvvh ch qfchmc.,1,22,192800
01-PseudowordList,FC,"Ww jjhl sdn bt jqksv, qjpwwjfjk fdd jq ww.",1,23,203200
02-WordList,F,Nombre cannelle assemblée est une le de en.,1,24,209100
02-WordList,F,"Lui eux puis, duquel verre souterrain côté.",1,25,215000
07-ArithmeticPrinciple,F,Un nombre non nul multiplié par lui même donne toujours un.,1,26,220900
01-PseudowordList,FC,"Rx q'nbhzpg, bmt ww ww wsljh rrhtzqq rx lz.",1,27,229800
07-ArithmeticPrinciple,V,Un nombre multiplié par zéro est égal à zéro.,1,28,236000
01-PseudowordList,FP,"Orfèvra fef Motisli, sinie lézurage arce xa ji sermet mui figla.",1,29,243400
04-FactualKnowledge,V,Le soleil se lève à l'est tous les matins.,1,30,252000
07-ArithmeticPrinciple,V,Un nombre entier est divisible par un et par lui même.,1,31,259100
07-ArithmeticPrinciple,F,L'ordre selon lequel on divise des nombres est sans importance.,1,32,266500
04-FactualKnowledge,V,Une encyclopédie permet de diffuser le savoir à de nombreux lecteurs.,1,33,275400
02-WordList,F,Pigmées les d'une toute et sans auquel.,1,34,281600
05-ContextualKnowledge,VF,"Selon la Bible, l'univers a été créé en quelques jours.",1,35,289900
06-TheoryOfMind,FF,"Selon Zidane, le poker est un sport olympique.",1,36,297600
09-Geometry,F,Les points d'un carré sont à égale distance de son centre.,1,37,305900
08-Calculation,V,Vingt sept divisé par trois donne comme résultat neuf.,1,38,311800
09-Geometry,V,Un carré possède des axes de symétrie.,1,39,320700
09-Geometry,V,Les lignes parallèles ne se croisent pas.,1,40,327500
05-ContextualKnowledge,VF,"Dans les îles volcaniques, le sable est noir.",1,41,336700
05-ContextualKnowledge,FV,"Sur la planète Mars, la lune entraîne des marées.",1,42,346200
06-TheoryOfMind,FF,"D'après Mère Teresa, la haine est une émotion positive.",1,43,354200
09-Geometry,V,La diagonale d'un carré est plus grande que son côté.,1,44,360700
07-ArithmeticPrinciple,V,Un nombre élevé à la puissance un donne lui même.,1,45,368700
06-TheoryOfMind,VV,"Selon les géologues, l'Etna est toujours en activité.",1,46,376700
04-FactualKnowledge,F,L'écureuil est l'animal terrestre le plus grand d'Amérique.,1,47,384400
06-TheoryOfMind,FV,"Pour Donald Trump, les mexicains sont bienvenus aux Etats Unis.",1,48,390900
03-MeaninglessSentence,F,"Aux télégrammes, les pompiers sont crachés par la blessure.",1,49,398300
04-FactualKnowledge,F,Le veau est le petit de la chèvre.,1,50,406300
06-TheoryOfMind,VF,"Pour Ronaldo, le football est un art.",1,51,415500
03-MeaninglessSentence,F,"Selon le bois, la plume est le pompier des disques saisonniers.",1,52,423500
07-ArithmeticPrinciple,F,Le produit de nombres négatifs est toujours négatif.,1,53,432100
08-Calculation,F,Sept fois sept est plus grand que cinquante quatre.,1,54,441300
03-MeaninglessSentence,F,Les attributions abstraites se plient près de l'album.,1,55,447800
05-ContextualKnowledge,FF,"Au Japon, la mortalité infantile est importante.",1,56,454900
09-Geometry,F,Le périmètre d'un cercle est le triple de son rayon.,1,57,464100
04-FactualKnowledge,F,La Terre tourne sur elle même en un mois.,1,58,471500
03-MeaninglessSentence,F,Toute base jeune peut être chère à une girafe.,1,59,481600
06-TheoryOfMind,FV,"Pour Hitler, les juifs sont des hommes comme les autres.",1,60,489000
06-TheoryOfMind,VF,"Selon les intégristes chrétiens, Adam est notre ancêtre.",1,61,495800
02-WordList,F,Le d'une est tous les grave création partie mesure mouvement.,1,62,505900
09-Geometry,F,Un losange peut se diviser en carrés.,1,63,513300
03-MeaninglessSentence,F,La sensation est l'allumeur qui mange la douleur.,1,64,522800
01-PseudowordList,FP,Pesagé beci fic radoures nouk saxi o boiniplase ja.,1,65,530200
08-Calculation,F,La moitié de deux cents vaut trois cent cinquante.,1,66,539400
09-Geometry,V,Les losanges et les carrés ont des côtés égaux.,1,67,546200
07-ArithmeticPrinciple,F,Soustraire un à un nombre le laisse inchangé.,1,68,553300
09-Geometry,F,Les faces d'un cube sont des triangles.,1,69,560400
08-Calculation,V,Quarante deux moins un donne le nombre quarante et un.,1,70,568400
08-Calculation,F,Dix sept est la racine carrée de cent quatre vingt onze.,1,71,575200
02-WordList,F,"Devant décide, lumière gouvernement est que ainsi sans aux plus de.",2,0,6000
07-ArithmeticPrinciple,F,Tous les entiers sont des nombres impairs.,2,1,15200
01-PseudowordList,FP,Ja Muquetons chir fic Minq partunait riploger arce ja.,2,2,22000
07-ArithmeticPrinciple,V,L'ordre d'addition des nombres est sans importance.,2,3,33000
04-FactualKnowledge,V,Le noyau de l'atome d'hydrogène est composé d'un seul proton.,2,4,41000
05-ContextualKnowledge,VV,"A New York, les immeubles sont de hauts bâtiments modernes.",2,5,49900
06-TheoryOfMind,FF,"Pour Einstein, la bombe atomique est sans danger.",2,6,56400
04-FactualKnowledge,F,La primevère est une plante vénéneuse et épineuse.,2,7,63500
03-MeaninglessSentence,F,Un bol de pain vaut son loup de jaune contraire.,2,8,70900
02-WordList,F,Aux les qui duquel esprit dos jeune relations doute.,2,9,81000
08-Calculation,V,La division de seize par quatre vaut quatre.,2,10,88700
09-Geometry,F,Un triangle a plus d'angles qu'un carré.,2,11,96100
03-MeaninglessSentence,F,"Pour une mélancolie, piloter offre le programme chaud à ses savons.",2,12,102900
03-MeaninglessSentence,F,Le choix d'ailes se brise lentement sur les chiens.,2,13,111200
09-Geometry,V,Les côtés d'un triangle équilatéral ont la même longueur.,2,14,119800
08-Calculation,V,La multiplication six fois dix correspond à soixante.,2,15,126600
04-FactualKnowledge,F,La pleine lune a lieu plusieurs fois chaque mois.,2,16,136100
04-FactualKnowledge,F,La vapeur d'eau se condense uniquement sur les arbres.,2,17,145000
01-PseudowordList,FP,"Bosa juvestoue, f'ia f'ia avoiser purrote duchagigon pentié ys sermet.",2,18,151200
03-MeaninglessSentence,F,Toute prière est attachée sur un mélange de vêtements.,2,19,159800
09-Geometry,F,Un hexagone est une figure avec des angles droits.,2,20,167200
08-Calculation,V,La somme de soixante treize et deux donne soixante quinze.,2,21,176400
08-Calculation,V,Soustraire trois a vingt donne dix sept.,2,22,185600
01-PseudowordList,FP,"Ja Saxi Luttelle, julopés fic relinta af ji.",2,23,192700
03-MeaninglessSentence,F,"D'après les compagnies, Arizona a la vache d'une terre.",2,24,200700
05-ContextualKnowledge,FF,"Au Kenya, les lacs des plaines gèlent régulièrement.",2,25,208700
06-TheoryOfMind,VF,"Pour le président, l'Elysée est un lieu de tous les jours.",2,26,217300
03-MeaninglessSentence,F,Le costume d'un melon est le frère de son gazon.,2,27,223200
07-ArithmeticPrinciple,F,La différence de nombres négatifs est toujours positive.,2,28,230900
01-PseudowordList,FC,Wvrdf Lbmrgc cv ch xrdbg vnzvx swsf bct ch.,2,29,238000
04-FactualKnowledge,V,La photosynthèse se produit grâce à l'énergie lumineuse.,2,30,244500
02-WordList,F,Membres de se près de eux me quand.,2,31,250400
02-WordList,F,Selon alors visage avions pleine condition jamais.,2,32,258400
05-ContextualKnowledge,VF,"Dans la mythologie égyptienne, le chat incarne un dieu.",2,33,268800
06-TheoryOfMind,VV,"D'après Galilée, la terre est de forme sphérique.",2,34,276800
02-WordList,F,Qui un est pôle auxquels concombre multiplication mire mer.,2,35,283000
02-WordList,F,"Voilier tigres, carafe selon de une chacun plus.",2,36,290100
08-Calculation,F,Vingt deux correspond au carré de dix huit.,2,37,299600
03-MeaninglessSentence,F,"En vérité, tous les gouvernements doivent retrouver à l'année.",2,38,307900
01-PseudowordList,FP,Fonas saxi cadge fef ui ratucluet vitée mui xa.,2,39,316200
06-TheoryOfMind,FF,"Selon Gandhi, la violence résout tous les problèmes.",2,40,323000
07-ArithmeticPrinciple,V,Ajouter zéro ne change pas un nombre.,2,41,331900
03-MeaninglessSentence,F,"Pour les lions, la voile est une bouteille pensive.",2,42,339300
07-ArithmeticPrinciple,V,Tous les nombres entiers sont divisibles par un.,2,43,348200
08-Calculation,F,Seize correspond au résultat de deux multiplié par vingt neuf.,2,44,357100
07-ArithmeticPrinciple,F,Une somme de nombres négatifs peut être positive.,2,45,363900
09-Geometry,V,La surface d'un rectangle est le produit de ses côtés.,2,46,371600
06-TheoryOfMind,FV,"Selon Jules Verne, voyager au centre de la terre est impossible.",2,47,378700
09-Geometry,V,Tous les points d'un cercle sont à égale distance du centre.,2,48,390300
05-ContextualKnowledge,VF,"Dans les contes pour enfants, les animaux parlent couramment.",2,49,396800
05-ContextualKnowledge,FV,"A l'équateur, la durée du jour est plus courte en hiver.",2,50,404200
08-Calculation,F,La division de quatorze par sept donne trois.,2,51,410100
06-TheoryOfMind,FV,"Pour Céline Dion, jouer de la musique est un hobby.",2,52,417800
05-ContextualKnowledge,FV,"En Amazonie, les araignées sont des animaux sans danger.",2,53,425800
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,2,54,431400
06-TheoryOfMind,VV,"Selon Pasteur, la rage est une maladie mortelle.",2,55,439700
08-Calculation,F,Le nombre soixante quatorze vaut beaucoup plus que cent.,2,56,447400
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",2,57,454800
05-ContextualKnowledge,FF,"En Allemagne, les automobilistes roulent à gauche.",2,58,462200
01-PseudowordList,FC,Qgrzkxcg wstgk tmm bmt qfzpx pwfkk wpffxh x ch ww.,2,59,471700
04-FactualKnowledge,V,Les arbres perdent leurs feuilles au moment de l'automne.,2,60,480900
02-WordList,F,Douceur poisson grimace la selon pourtant se d'une avec.,2,61,491000
04-FactualKnowledge,V,Le caméléon est un animal qui change de couleur.,2,62,499900
06-TheoryOfMind,VF,"Pour les grecs, le mont Olympe est une montagne sacrée.",2,63,507300
02-WordList,F,"Demain manger, même son comme donc en le tu vous si.",2,64,516500
01-PseudowordList,FC,Bct rljbvf glskn lld zgfvvh wwt mdzjzrkdr blvx gkxnj.,2,65,525400
09-Geometry,F,Un cercle possède de nombreux côtés rectilignes.,2,66,531300
04-FactualKnowledge,F,Les algues vertes sont des plantes aquatiques.,2,67,539300
01-PseudowordList,FC,"Cv phsh f'Hnbgqztglb, lld lgcpt wlgxvfzhz sdn rx hr.",2,68,547300
07-ArithmeticPrinciple,V,Un nombre négatif élevé au carré devient positif.,2,69,554700
09-Geometry,V,Tout polygone peut entrer dans un cercle.,2,70,564200
09-Geometry,F,Un carré peut se diviser en triangles équilatéraux.,2,71,573400
05-ContextualKnowledge,VV,"En Australie, le kangourou est un animal répandu.",3,0,6000
07-ArithmeticPrinciple,F,L'ordre de soustraction des nombres est sans importance.,3,1,12800
01-PseudowordList,FP,Dégis sourbe divulisse mui télembré p'atute ji o'aneprin bolonne xa.,3,2,22000
01-PseudowordList,FP,Jalui ji Duiponne cabours l'adustrints furons audages ja.,3,3,30900
01-PseudowordList,FC,Pbcdg ww ww ch vsdtvnhh ffnmdvrc rgwt rx bxlvpvk.,3,4,39500
04-FactualKnowledge,F,La terre tourne autour de la planète Venus.,3,5,48400
08-Calculation,V,Le quart du nombre cent vaut vingt cinq.,3,6,56400
07-ArithmeticPrinciple,V,Un nombre divisé par un est égal à lui même.,3,7,62900
06-TheoryOfMind,VF,"Pour Marie Antoinette, la monarchie est le meilleur régime politique.",3,8,72100
02-WordList,F,"Être sont toute, le une afin français général monsieur minutes.",3,9,80100
08-Calculation,V,Quarante huit correspond au résultat de douze fois quatre.,3,10,88700
05-ContextualKnowledge,FF,"Aux Etats Unis, les études universitaires sont gratuites.",3,11,97000
09-Geometry,F,Un rectangle coupé par une ligne droite donne des carrés égaux.,3,12,104700
