cond,truth_val,sentence,bloc,order,onset
05-ContextualKnowledge,VV,"A Pékin, la pollution est un problème majeur.",1,0,6000
08-Calculation,V,Un tiers de quarante cinq a pour valeur quinze.,1,1,12800
09-Geometry,V,Un carré est une figure dont tous les côtés sont égaux.,1,2,21700
09-Geometry,V,Un triangle équilatéral se divise en deux triangles rectangles.,1,3,29700
06-TheoryOfMind,VF,"Pour Marie Antoinette, la monarchie est le meilleur régime politique.",1,4,37700
03-MeaninglessSentence,F,"Pour une mélancolie, piloter offre le programme chaud à ses savons.",1,5,44200
02-WordList,F,"D'après où dans, la le ils lac anticipe bouchon gazon chemise.",1,6,51900
04-FactualKnowledge,V,Une encyclopédie permet de diffuser le savoir à de nombreux lecteurs.,1,7,59300
07-ArithmeticPrinciple,F,Le résultat d'une addition est toujours positif.,1,8,67300
04-FactualKnowledge,F,La terre tourne autour de la planète Venus.,1,9,74100
07-ArithmeticPrinciple,V,La multiplication est le contraire de la division.,1,10,82100
04-FactualKnowledge,F,Un pamphlet est un ensemble de textes mélancoliques.,1,11,88900
03-MeaninglessSentence,F,Tous les cafés appris sont des moments bavardes.,1,12,96900
08-Calculation,V,Cinquante pour cent de trente a comme valeur quinze.,1,13,104900
02-WordList,F,Période petit aux sur cette dans les est car ses.,1,14,112900
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,1,15,121800
06-TheoryOfMind,FV,"Pour Napoléon, Austerlitz est le nom d'une gare.",1,16,132200
03-MeaninglessSentence,F,L'artiste est l'idéal inévitable le plus fou.,1,17,139600
05-ContextualKnowledge,FF,"Sur Mars, l'atmosphère est composée principalement d'oxygène.",1,18,149100
03-MeaninglessSentence,F,Le lapin de circonstances va au colis du camion doux.,1,19,158000
08-Calculation,V,Le nombre trois multiplié par onze fait trente trois.,1,20,165400
02-WordList,F,Le selon à vertes doux saison boire canapé doivent.,1,21,173700
04-FactualKnowledge,V,La tragédie classique est fondée sur une unité de lieu.,1,22,182900
07-ArithmeticPrinciple,V,Un nombre positif fois un nombre négatif donne un nombre négatif.,1,23,191500
08-Calculation,F,La division de trente trois par deux donne quatorze.,1,24,198600
07-ArithmeticPrinciple,F,Une somme de fractions est toujours un nombre entier.,1,25,208100
07-ArithmeticPrinciple,F,On double un nombre en le multipliant par lui même.,1,26,217600
01-PseudowordList,FP,"Orfèvra fef Motisli, sinie lézurage arce xa ji sermet mui figla.",1,27,225300
