cond,truth_val,sentence,bloc,order,onset
01-PseudowordList,FC,"Kjxlzjd ww Kxbvgnmrc, dpslljfh hr dktw jdnmd ch zwrqrcz bmt.",1,0,6000
09-Geometry,F,Des figures de même périmètre ont la même surface.,1,1,14600
06-TheoryOfMind,VV,"Selon Pasteur, la rage est une maladie mortelle.",1,2,22600
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,1,3,30000
04-FactualKnowledge,F,Le veau est le petit de la chèvre.,1,4,38900
04-FactualKnowledge,F,Le petit de la vache s'appelle un poulain.,1,5,47200
02-WordList,F,"Est le une, comme mégot trop économie.",1,6,55200
09-Geometry,F,Un triangle a plus d'angles qu'un carré.,1,7,64700
07-ArithmeticPrinciple,V,Un nombre entier est divisible par un et par lui même.,1,8,75700
08-Calculation,F,Multiplier quatre par trois donne comme résultat dix sept.,1,9,82800
05-ContextualKnowledge,VF,"Dans la mythologie égyptienne, le chat incarne un dieu.",1,10,92900
07-ArithmeticPrinciple,V,La somme de plusieurs nombres pairs est un nombre pair.,1,11,99700
07-ArithmeticPrinciple,F,Tous les nombres négatifs sont des nombres impairs.,1,12,108300
04-FactualKnowledge,F,Le Vietnam est appelé le pays du soleil levant.,1,13,114500
01-PseudowordList,FP,"Ja Saxi Luttelle, julopés fic relinta af ji.",1,14,121900
05-ContextualKnowledge,VF,"A Londres, les autobus ont des étages.",1,15,129900
01-PseudowordList,FC,Czvbqjljjqhw ttdftjgm Xrcplgdx ch pmv tjsj xthsqfsj gkxnj.,1,16,137900
02-WordList,F,Soif échapper chaque pour si d'un est.,1,17,144100
03-MeaninglessSentence,F,La réaction brosse par elle même de longs zoos barbus.,1,18,151200
02-WordList,F,Cependant elle éléments chat demander courant amour fruits.,1,19,158000
08-Calculation,V,Le résultat de sept moins trois vaut le nombre quatre.,1,20,165100
07-ArithmeticPrinciple,F,Le résultat d'une addition est toujours positif.,1,21,174300
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,1,22,184400
07-ArithmeticPrinciple,F,Le carré d'un nombre négatif est négatif.,1,23,191800
01-PseudowordList,FP,Xa Sermet Jilopés èchesujeu fic cre mêlide xa nua.,1,24,200100
05-ContextualKnowledge,FF,"En Bretagne, la température atteint souvent des sommets.",1,25,211700
08-Calculation,V,Le nombre trois multiplié par onze fait trente trois.,1,26,219700
01-PseudowordList,FC,Pdkgprnc vfkbd r'gkxnj bpjs rx lfknhwxrwz qmphddpjf dvnmn.,1,27,228900
08-Calculation,F,Trente cinq moins six fait cent soixante dix neuf.,1,28,236600
02-WordList,F,"Être sont toute, le une afin français général monsieur minutes.",1,29,244000
08-Calculation,F,Sept fois sept est plus grand que cinquante quatre.,1,30,252600
08-Calculation,V,Le produit de quatre par sept fait vingt huit.,1,31,259400
05-ContextualKnowledge,FV,"Au Burundi, les médecins sont remboursés par la sécurité sociale.",1,32,267400
08-Calculation,F,Seize correspond au résultat de deux multiplié par vingt neuf.,1,33,276300
04-FactualKnowledge,V,L'eau gèle à la température de zéro degrés centigrades.,1,34,282200
03-MeaninglessSentence,F,"A chaque montagne, les importances sont de molles stalactites.",1,35,291700
04-FactualKnowledge,V,La tragédie classique est fondée sur une unité de lieu.,1,36,298200
07-ArithmeticPrinciple,V,La moitié d'un nombre est plus grande que le tiers.,1,37,307100
06-TheoryOfMind,FV,"Pour Hitler, les juifs sont des hommes comme les autres.",1,38,313600
03-MeaninglessSentence,F,Un bol de pain vaut son loup de jaune contraire.,1,39,319500
09-Geometry,F,Un rectangle coupé par une ligne droite donne des carrés égaux.,1,40,327200
04-FactualKnowledge,V,La photosynthèse se produit grâce à l'énergie lumineuse.,1,41,334600
06-TheoryOfMind,FV,"Pour Mozart, la batterie donne le rythme de la musique.",1,42,342900
03-MeaninglessSentence,F,Le drapeau est une vieille analyse de la vitre.,1,43,349700
06-TheoryOfMind,FF,"Selon les physiciens, les atomes sont des objets pleins.",1,44,356800
06-TheoryOfMind,VF,"Pour Marie Antoinette, la monarchie est le meilleur régime politique.",1,45,364200
02-WordList,F,Le selon à vertes doux saison boire canapé doivent.,1,46,370100
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,1,47,379000
03-MeaninglessSentence,F,"D'après les compagnies, Arizona a la vache d'une terre.",1,48,386700
02-WordList,F,La est alors les d'après intérieur venir gros faisant papier dents.,1,49,396200
07-ArithmeticPrinciple,V,L'ordre d'addition des nombres est sans importance.,1,50,405400
01-PseudowordList,FP,"Bûmez Turbie, nua suoipulte sou fef impreinel dua zez ui nobechon.",1,51,412800
05-ContextualKnowledge,FV,"En Corée du Nord, les gens sont libres de s'exprimer.",1,52,418400
