cond,truth_val,sentence,bloc,order,onset
05-ContextualKnowledge,VF,"Dans les îles volcaniques, le sable est noir.",1,0,6000
08-Calculation,V,Deux fois vingt quatre donne comme résultat quarante huit.,1,1,13700
04-FactualKnowledge,F,Les poissons de rivière ne sont pas des vertébrés.,1,2,22900
02-WordList,F,Qui un est pôle auxquels concombre multiplication mire mer.,1,3,31200
05-ContextualKnowledge,FF,"En Bretagne, la température atteint souvent des sommets.",1,4,41300
08-Calculation,F,Sept fois sept est plus grand que cinquante quatre.,1,5,50800
09-Geometry,F,Les points d'un carré sont à égale distance de son centre.,1,6,57900
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,1,7,65300
02-WordList,F,"D'après où dans, la le ils lac anticipe bouchon gazon chemise.",1,8,73600
02-WordList,F,Compte histoire production la une de est un enfin soit.,1,9,81900
08-Calculation,F,Le nombre soixante quatorze vaut beaucoup plus que cent.,1,10,89300
04-FactualKnowledge,V,La mitose est le processus par lequel les cellules se divisent.,1,11,98200
05-ContextualKnowledge,VV,"Dans l'Himalaya, les montagnes sont de hauts sommets enneigés.",1,12,105300
03-MeaninglessSentence,F,Le choix d'ailes se brise lentement sur les chiens.,1,13,114200
07-ArithmeticPrinciple,V,Ajouter zéro ne change pas un nombre.,1,14,122800
08-Calculation,V,Quarante deux moins un donne le nombre quarante et un.,1,15,130800
01-PseudowordList,FC,Czvbqjljjqhw ttdftjgm Xrcplgdx ch pmv tjsj xthsqfsj gkxnj.,1,16,138500
06-TheoryOfMind,VF,"Selon Tarzan, nos parents sont des singes.",1,17,145300
06-TheoryOfMind,VV,"Selon les écrivains, l'Odyssée est un chef d'oeuvre littéraire.",1,18,153300
09-Geometry,V,Un cercle a un nombre infini d'axes de symétrie.,1,19,161300
02-WordList,F,Un puisque me pendant rouge lapin télégramme pouce.,1,20,168100
05-ContextualKnowledge,FF,"En Inde, le dinar est la monnaie courante.",1,21,175500
07-ArithmeticPrinciple,V,Un nombre élevé à la puissance un donne lui même.,1,22,185000
07-ArithmeticPrinciple,F,Tous les nombres négatifs sont des nombres impairs.,1,23,193900
08-Calculation,V,Le quart du nombre cent vaut vingt cinq.,1,24,199800
09-Geometry,F,Un rectangle coupé par une ligne droite donne des carrés égaux.,1,25,207200
04-FactualKnowledge,F,La force de gravitation protège la terre des radiations solaires.,1,26,214900
03-MeaninglessSentence,F,Tous les cafés appris sont des moments bavardes.,1,27,220500
06-TheoryOfMind,FF,"Selon Christophe Colomb, la terre est plate.",1,28,229700
04-FactualKnowledge,V,Le caméléon est un animal qui change de couleur.,1,29,237400
08-Calculation,F,Trente moins treize moins cinq fait vingt deux.,1,30,244800
01-PseudowordList,FC,Bct rljbvf glskn lld zgfvvh wwt mdzjzrkdr blvx gkxnj.,1,31,252200
04-FactualKnowledge,V,Une encyclopédie permet de diffuser le savoir à de nombreux lecteurs.,1,32,261100
03-MeaninglessSentence,F,L'artiste est l'idéal inévitable le plus fou.,1,33,267600
01-PseudowordList,FP,Xa Sermet Jilopés èchesujeu fic cre mêlide xa nua.,1,34,275300
06-TheoryOfMind,VV,"Selon les géologues, l'Etna est toujours en activité.",1,35,285400
04-FactualKnowledge,F,La vapeur d'eau se condense uniquement sur les arbres.,1,36,294000
06-TheoryOfMind,FF,"Selon les physiciens, les atomes sont des objets pleins.",1,37,300500
04-FactualKnowledge,F,Les phrases françaises se lisent de la droite vers la gauche.,1,38,307900
09-Geometry,F,Un triangle est une figure dont tous les côtés sont égaux.,1,39,315300
09-Geometry,F,Un rectangle ne comprend que des angles aigus.,1,40,321500
03-MeaninglessSentence,F,Les vieux sont complexes par les feuilles.,1,41,330700
01-PseudowordList,FP,Ja jaxe éme sermet partolecirax af flétre mui.,1,42,337500
03-MeaninglessSentence,F,Un poulet est un cercle de chiffres international.,1,43,346100
01-PseudowordList,FP,Chir ji af radic af o assou zop xa.,1,44,357700
09-Geometry,V,Les lignes parallèles ne se croisent pas.,1,45,366900
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,1,46,375800
03-MeaninglessSentence,F,La décoration se déduit grâce à l'espoir moléculaire.,1,47,384700
02-WordList,F,Soif échapper chaque pour si d'un est.,1,48,391800
02-WordList,F,"Est le une, comme mégot trop économie.",1,49,398600
07-ArithmeticPrinciple,F,Un nombre non nul multiplié par lui même donne toujours un.,1,50,409600
02-WordList,F,Chaque est dès par de colline guerre écrit blanc couper.,1,51,415500
06-TheoryOfMind,FV,"Pour Mozart, la batterie donne le rythme de la musique.",1,52,424700
06-TheoryOfMind,FV,"Pour Céline Dion, jouer de la musique est un hobby.",1,53,431800
07-ArithmeticPrinciple,V,L'ordre de multiplication des nombres est sans importance.,1,54,442200
07-ArithmeticPrinciple,F,Un nombre multiplié par un est égal à zéro.,1,55,451700
02-WordList,F,La de avant par solution couleur chambre bruit.,1,56,457900
03-MeaninglessSentence,F,"En vérité, tous les gouvernements doivent retrouver à l'année.",1,57,465900
