cond,truth_val,sentence,bloc,order,onset
04-FactualKnowledge,V,La baleine est un énorme mammifère qui vit en mer.,1,0,6000
07-ArithmeticPrinciple,V,Une fraction est la division d'un nombre entier par un autre.,1,1,12500
09-Geometry,F,Le périmètre d'un cercle est le triple de son rayon.,1,2,18700
05-ContextualKnowledge,FF,"En Afrique du Sud, le diamant est une pierre sans valeur.",1,3,26700
06-TheoryOfMind,FV,"Pour Donald Trump, les mexicains sont bienvenus aux Etats Unis.",1,4,32900
07-ArithmeticPrinciple,V,La multiplication est le contraire de la division.,1,5,40000
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",1,6,49500
02-WordList,F,Sans pour est dont décide journal effacer assis.,1,7,57200
04-FactualKnowledge,F,L'écureuil est l'animal terrestre le plus grand d'Amérique.,1,8,67300
01-PseudowordList,FP,Chir ji af radic af o assou zop xa.,1,9,75300
08-Calculation,V,Le quart du nombre cent vaut vingt cinq.,1,10,81800
04-FactualKnowledge,F,La primevère est une plante vénéneuse et épineuse.,1,11,89200
09-Geometry,V,Le diamètre d'un cercle est le double de son rayon.,1,12,96600
03-MeaninglessSentence,F,L'espoir d'oignon lisse et brun fait joli.,1,13,105500
04-FactualKnowledge,V,Le soleil se lève à l'est tous les matins.,1,14,114400
09-Geometry,V,La surface d'un rectangle est le produit de ses côtés.,1,15,123900
07-ArithmeticPrinciple,F,Une somme de fractions est toujours un nombre entier.,1,16,131300
05-ContextualKnowledge,VF,"A Londres, les autobus ont des étages.",1,17,139300
03-MeaninglessSentence,F,"Selon la voiture, la grimace a été pliée sur cette application.",1,18,145200
05-ContextualKnowledge,VV,"En Allemagne, tous les enfants doivent aller à l'école.",1,19,154100
02-WordList,F,Douceur poisson grimace la selon pourtant se d'une avec.,1,20,161500
08-Calculation,V,Deux fois vingt quatre donne comme résultat quarante huit.,1,21,169800
01-PseudowordList,FP,"Bosa juvestoue, f'ia f'ia avoiser purrote duchagigon pentié ys sermet.",1,22,178100
06-TheoryOfMind,VV,"Selon Pasteur, la rage est une maladie mortelle.",1,23,184000
07-ArithmeticPrinciple,V,Tous les nombres entiers sont divisibles par un.,1,24,191400
04-FactualKnowledge,F,La planète Terre possède plusieurs satellites naturels.,1,25,200900
02-WordList,F,Tourner un lorsque de dedans celle au puisque.,1,26,207700
03-MeaninglessSentence,F,Toute prière est attachée sur un mélange de vêtements.,1,27,216000
01-PseudowordList,FC,Czvbqjljjqhw ttdftjgm Xrcplgdx ch pmv tjsj xthsqfsj gkxnj.,1,28,226100
07-ArithmeticPrinciple,F,Tous les nombres négatifs sont des nombres impairs.,1,29,234100
09-Geometry,F,Un triangle peut avoir plusieurs angles droits.,1,30,243300
02-WordList,F,"Lettres société, café d'ailleurs qui des chacun.",1,31,249800
02-WordList,F,"D'après où dans, la le ils lac anticipe bouchon gazon chemise.",1,32,257800
06-TheoryOfMind,FF,"Selon Vladimir Poutine, la Russie est un tout petit pays.",1,33,265800
06-TheoryOfMind,VV,"D'après les experts climat, la Terre se réchauffe.",1,34,272900
07-ArithmeticPrinciple,V,Un nombre divisé par un est égal à lui même.,1,35,280300
09-Geometry,V,Le périmètre d'un carré est la somme des longueurs des côtés.,1,36,288900
05-ContextualKnowledge,VF,"Selon la Bible, l'univers a été créé en quelques jours.",1,37,298100
08-Calculation,F,Vingt neuf est compris entre quatre et vingt sept.,1,38,304900
09-Geometry,F,Un losange peut se diviser en carrés.,1,39,312000
