cond,truth_val,sentence,bloc,order,onset
03-MeaninglessSentence,F,La solution de bureaux des heures est banale à finir.,1,0,6000
01-PseudowordList,FP,"Bûmez Turbie, nua suoipulte sou fef impreinel dua zez ui nobechon.",1,1,14900
05-ContextualKnowledge,VF,"Dans les contes pour enfants, les animaux parlent couramment.",1,2,22000
01-PseudowordList,FC,Bct rljbvf glskn lld zgfvvh wwt mdzjzrkdr blvx gkxnj.,1,3,28500
03-MeaninglessSentence,F,Un train auquel on prend la fête reste commun de soi.,1,4,35000
03-MeaninglessSentence,F,Les vieux sont complexes par les feuilles.,1,5,40900
04-FactualKnowledge,F,L'écureuil est l'animal terrestre le plus grand d'Amérique.,1,6,46800
07-ArithmeticPrinciple,F,Un nombre non nul multiplié par lui même donne toujours un.,1,7,53000
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,1,8,62500
01-PseudowordList,FC,"Rx q'nbhzpg, bmt ww ww wsljh rrhtzqq rx lz.",1,9,70500
09-Geometry,F,Les faces d'un cube sont des triangles.,1,10,79100
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",1,11,86800
07-ArithmeticPrinciple,V,Une fraction est la division d'un nombre entier par un autre.,1,12,93900
02-WordList,F,Nombre cannelle assemblée est une le de en.,1,13,101900
05-ContextualKnowledge,FV,"En Corée du Nord, les gens sont libres de s'exprimer.",1,14,109300
04-FactualKnowledge,F,Le veau est le petit de la chèvre.,1,15,115200
04-FactualKnowledge,F,La terre tourne autour de la planète Venus.,1,16,122600
06-TheoryOfMind,FF,"Selon Zidane, le poker est un sport olympique.",1,17,129100
02-WordList,F,"Être sont toute, le une afin français général monsieur minutes.",1,18,137700
08-Calculation,V,Soustraire trois a vingt donne dix sept.,1,19,146600
09-Geometry,F,Un rectangle coupé par une ligne droite donne des carrés égaux.,1,20,158200
09-Geometry,V,Tous les angles d'un carré sont des angles droits.,1,21,164100
09-Geometry,V,La diagonale d'un carré est plus grande que son côté.,1,22,174200
03-MeaninglessSentence,F,La décoration se déduit grâce à l'espoir moléculaire.,1,23,182200
06-TheoryOfMind,FF,"Selon Gandhi, la violence résout tous les problèmes.",1,24,190500
06-TheoryOfMind,VF,"Selon le pape, la mort est le début d'une vie éternelle.",1,25,197300
08-Calculation,V,Le produit de quatre par sept fait vingt huit.,1,26,206500
08-Calculation,F,La division de quatorze par sept donne trois.,1,27,214200
07-ArithmeticPrinciple,F,Le résultat d'une soustraction est toujours négatif.,1,28,221000
01-PseudowordList,FC,Pbcdg ww ww ch vsdtvnhh ffnmdvrc rgwt rx bxlvpvk.,1,29,232000
04-FactualKnowledge,F,La Terre tourne sur elle même en un mois.,1,30,239700
07-ArithmeticPrinciple,V,Un nombre multiplié par zéro est égal à zéro.,1,31,248000
03-MeaninglessSentence,F,"A chaque montagne, les importances sont de molles stalactites.",1,32,256900
08-Calculation,F,Cinq plus seize est plus grand que le nombre vingt huit.,1,33,266100
07-ArithmeticPrinciple,F,Le résultat d'une division est toujours un nombre entier.,1,34,275300
