cond,truth_val,sentence,bloc,order,onset
08-Calculation,F,Dix sept est la racine carrée de cent quatre vingt onze.,1,0,6000
09-Geometry,F,Un rectangle ne comprend que des angles aigus.,1,1,13400
04-FactualKnowledge,V,La tulipe est une plante multicolore à bulbe.,1,2,22000
07-ArithmeticPrinciple,V,Ajouter zéro ne change pas un nombre.,1,3,28500
01-PseudowordList,FP,Arce xa radoures ajousait mui azoto af fingé ox.,1,4,35900
04-FactualKnowledge,F,L'écureuil est l'animal terrestre le plus grand d'Amérique.,1,5,41500
03-MeaninglessSentence,F,"Aux champs bleus, les couvertures supérieures sont fondus.",1,6,49800
08-Calculation,V,Le quart du nombre cent vaut vingt cinq.,1,7,57500
07-ArithmeticPrinciple,F,Le résultat d'une division est toujours un nombre entier.,1,8,63400
05-ContextualKnowledge,FV,"Au Vatican, le pape est une personne comme les autres.",1,9,69300
05-ContextualKnowledge,VV,"En Allemagne, tous les enfants doivent aller à l'école.",1,10,78500
06-TheoryOfMind,VV,"D'après les experts climat, la Terre se réchauffe.",1,11,85900
07-ArithmeticPrinciple,F,Soustraire un à un nombre le laisse inchangé.,1,12,95100
03-MeaninglessSentence,F,Les populations d'un meublé sont à belle gueule à froid.,1,13,103100
03-MeaninglessSentence,F,L'armée fine est doublé d'un poivre véritable.,1,14,112300
04-FactualKnowledge,V,Les flocons de neige ont des formes très variées.,1,15,119400
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,1,16,128300
07-ArithmeticPrinciple,V,Une fraction est la division d'un nombre entier par un autre.,1,17,137200
02-WordList,F,La après est de armée phénomènes saint états boeuf.,1,18,147300
08-Calculation,F,Onze mille correspond au produit de cent par cent soixante.,1,19,154100
09-Geometry,F,Un angle droit est plus grand qu'un angle obtus.,1,20,162100
09-Geometry,F,Un hexagone est une figure avec des angles droits.,1,21,169800
02-WordList,F,"Voilier tigres, carafe selon de une chacun plus.",1,22,177200
03-MeaninglessSentence,F,"Selon la voiture, la grimace a été pliée sur cette application.",1,23,184600
08-Calculation,F,La moitié du nombre cinquante quatre égale trente sept.,1,24,192000
