cond,truth_val,sentence,bloc,order,onset
06-TheoryOfMind,FV,"Pour Hitler, les juifs sont des hommes comme les autres.",1,0,6000
07-ArithmeticPrinciple,F,On double un nombre en le multipliant par lui même.,1,1,14000
01-PseudowordList,FC,Wvrdf Lbmrgc cv ch xrdbg vnzvx swsf bct ch.,1,2,22300
05-ContextualKnowledge,FV,"A l'équateur, la durée du jour est plus courte en hiver.",1,3,30000
02-WordList,F,La est alors les d'après intérieur venir gros faisant papier dents.,1,4,40100
01-PseudowordList,FP,Af adossot sap sermet loum ja o juxetrof.,1,5,49000
07-ArithmeticPrinciple,V,La moitié d'un nombre est plus grande que le tiers.,1,6,55800
05-ContextualKnowledge,VV,"Dans l'Himalaya, les montagnes sont de hauts sommets enneigés.",1,7,63500
03-MeaninglessSentence,F,L'artiste est l'idéal inévitable le plus fou.,1,8,72700
04-FactualKnowledge,F,La plus petite planète du système solaire est Jupiter.,1,9,78600
02-WordList,F,"Voilier tigres, carafe selon de une chacun plus.",1,10,86000
04-FactualKnowledge,V,Les flocons de neige ont des formes très variées.,1,11,94900
05-ContextualKnowledge,VV,"A San Francisco, les températures sont clémentes.",1,12,102900
01-PseudowordList,FP,Dégis sourbe divulisse mui télembré p'atute ji o'aneprin bolonne xa.,1,13,112400
05-ContextualKnowledge,FF,"En Afrique du Sud, le diamant est une pierre sans valeur.",1,14,120700
05-ContextualKnowledge,VF,"En Irlande, avoir les cheveux roux est assez courant.",1,15,129000
01-PseudowordList,FC,"Thgtnsxbqvc ncgkl, rx wvfcdqnv gnwjg bcjv hhdlnz vfkbd xlksqpqkmk.",1,16,136100
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,1,17,145300
03-MeaninglessSentence,F,"Aux télégrammes, les pompiers sont crachés par la blessure.",1,18,152700
06-TheoryOfMind,VV,"Selon les géologues, l'Etna est toujours en activité.",1,19,162800
04-FactualKnowledge,V,Le canari est un petit oiseau chanteur jaune.,1,20,168400
05-ContextualKnowledge,FV,"En Corée du Nord, les gens sont libres de s'exprimer.",1,21,175800
09-Geometry,F,Les côtés d'un losange peuvent être de différentes longueurs.,1,22,183200
07-ArithmeticPrinciple,F,Le résultat d'une soustraction est toujours négatif.,1,23,192700
03-MeaninglessSentence,F,Toute prière est attachée sur un mélange de vêtements.,1,24,201600
02-WordList,F,Sans pour est dont décide journal effacer assis.,1,25,207500
01-PseudowordList,FC,"Kjxlzjd ww Kxbvgnmrc, dpslljfh hr dktw jdnmd ch zwrqrcz bmt.",1,26,214300
08-Calculation,V,Un tiers de quarante cinq a pour valeur quinze.,1,27,221100
08-Calculation,F,Multiplier quatre par trois donne comme résultat dix sept.,1,28,227000
06-TheoryOfMind,VV,"Selon Pasteur, la rage est une maladie mortelle.",1,29,236200
04-FactualKnowledge,F,Les poissons de rivière ne sont pas des vertébrés.,1,30,244500
03-MeaninglessSentence,F,Une femme de traction est toujours un rond point.,1,31,252500
04-FactualKnowledge,V,Les arbres perdent leurs feuilles au moment de l'automne.,1,32,260200
08-Calculation,V,Deux fois vingt quatre donne comme résultat quarante huit.,1,33,267300
09-Geometry,V,Un cercle a un nombre infini d'axes de symétrie.,1,34,275900
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",1,35,284500
04-FactualKnowledge,F,L'écureuil est l'animal terrestre le plus grand d'Amérique.,1,36,291000
09-Geometry,F,Un triangle est une figure dont tous les côtés sont égaux.,1,37,300200
09-Geometry,F,Un triangle peut avoir plusieurs angles droits.,1,38,309700
06-TheoryOfMind,VF,"Pour les grecs, le mont Olympe est une montagne sacrée.",1,39,317700
07-ArithmeticPrinciple,V,Un nombre multiplié par zéro est égal à zéro.,1,40,323600
09-Geometry,F,Un rectangle a un seul axe de symétrie.,1,41,330400
01-PseudowordList,FC,Jlnpn wxp bhwcrc cdmkdr nfssdcp lld cjk wvfcdqnv jq.,1,42,336600
08-Calculation,F,Quarante divisé par deux fait soixante huit.,1,43,345800
05-ContextualKnowledge,VF,"Dans les contes pour enfants, les animaux parlent couramment.",1,44,353500
02-WordList,F,"Est le une, comme mégot trop économie.",1,45,360900
06-TheoryOfMind,VF,"Selon le pape, la mort est le début d'une vie éternelle.",1,46,369800
04-FactualKnowledge,F,Les papillons ont des ailes minuscules et transparentes.,1,47,379300
09-Geometry,V,Un angle droit est plus grand qu'un angle aigu.,1,48,386100
03-MeaninglessSentence,F,La décoration se déduit grâce à l'espoir moléculaire.,1,49,395300
03-MeaninglessSentence,F,Toute base jeune peut être chère à une girafe.,1,50,403300
03-MeaninglessSentence,F,"D'après les compagnies, Arizona a la vache d'une terre.",1,51,410700
07-ArithmeticPrinciple,V,Ajouter zéro ne change pas un nombre.,1,52,419300
06-TheoryOfMind,FV,"Pour Mozart, la batterie donne le rythme de la musique.",1,53,428200
06-TheoryOfMind,FF,"Pour Einstein, la bombe atomique est sans danger.",1,54,439800
01-PseudowordList,FP,Jalui ji Duiponne cabours l'adustrints furons audages ja.,1,55,446300
02-WordList,F,Douceur poisson grimace la selon pourtant se d'une avec.,1,56,454000
04-FactualKnowledge,V,Les chenilles sont des insectes qui se transforment en papillon.,1,57,460500
02-WordList,F,Chaque est dès par de colline guerre écrit blanc couper.,1,58,467600
05-ContextualKnowledge,FF,"Au Kenya, les lacs des plaines gèlent régulièrement.",1,59,474700
07-ArithmeticPrinciple,F,Le carré d'un nombre négatif est négatif.,1,60,480900
08-Calculation,V,Quatorze multiplié par dix fait cent quarante.,1,61,489800
09-Geometry,V,Un point peut être traversé par un nombre infini de lignes.,1,62,496900
07-ArithmeticPrinciple,F,L'ordre de soustraction des nombres est sans importance.,1,63,507300
