cond,truth_val,sentence,bloc,order,onset
02-WordList,F,"Lui eux puis, duquel verre souterrain côté.",1,0,6000
01-PseudowordList,FC,"Bct r'Bhchjs sxblg, chdds frjjbxj sxns rm drphxdqqt.",1,1,14300
09-Geometry,V,Les côtés d'un triangle équilatéral ont la même longueur.,1,2,24400
09-Geometry,F,Un rectangle coupé par une ligne droite donne des carrés égaux.,1,3,32100
06-TheoryOfMind,VF,"Selon Tarzan, nos parents sont des singes.",1,4,39200
04-FactualKnowledge,V,La photosynthèse se produit grâce à l'énergie lumineuse.,1,5,45700
09-Geometry,V,Tous les angles d'un carré sont des angles droits.,1,6,56100
05-ContextualKnowledge,VV,"Dans l'Himalaya, les montagnes sont de hauts sommets enneigés.",1,7,65600
04-FactualKnowledge,F,Les aurores boréales ont lieu près de l'équateur.,1,8,72700
03-MeaninglessSentence,F,On tue un astre en le grossissant avec des convictions.,1,9,78600
01-PseudowordList,FC,"Ww jjhl sdn bt jqksv, qjpwwjfjk fdd jq ww.",1,10,86600
08-Calculation,V,La racine carrée de trente six est plus grande que cinq.,1,11,92500
01-PseudowordList,FC,"Thgtnsxbqvc ncgkl, rx wvfcdqnv gnwjg bcjv hhdlnz vfkbd xlksqpqkmk.",1,12,99300
06-TheoryOfMind,FV,"Pour Napoléon, Austerlitz est le nom d'une gare.",1,13,105800
06-TheoryOfMind,FF,"Pour Nietzsche, Dieu est plus vivant que jamais.",1,14,115300
09-Geometry,F,Un angle droit est plus grand qu'un angle obtus.,1,15,122100
03-MeaninglessSentence,F,Les vieux sont complexes par les feuilles.,1,16,131300
06-TheoryOfMind,FV,"Selon Jules Verne, voyager au centre de la terre est impossible.",1,17,137200
04-FactualKnowledge,V,Le soleil se lève à l'est tous les matins.,1,18,144600
01-PseudowordList,FC,"Kjxlzjd ww Kxbvgnmrc, dpslljfh hr dktw jdnmd ch zwrqrcz bmt.",1,19,152600
08-Calculation,F,Vingt deux correspond au carré de dix huit.,1,20,159700
09-Geometry,V,Un carré est une figure dont tous les côtés sont égaux.,1,21,167100
07-ArithmeticPrinciple,F,Un nombre multiplié par zéro est égal à lui même.,1,22,175100
07-ArithmeticPrinciple,F,Le résultat d'une division est toujours un nombre entier.,1,23,184000
09-Geometry,F,Le périmètre d'un cercle est le triple de son rayon.,1,24,191700
07-ArithmeticPrinciple,V,La soustraction est le contraire de l'addition.,1,25,199100
02-WordList,F,Histoire jours des le d'un mon le de pendant il outre.,1,26,205900
01-PseudowordList,FP,Pesagé beci fic radoures nouk saxi o boiniplase ja.,1,27,213900
05-ContextualKnowledge,FF,"Au Pakistan, tous les enfants sont scolarisés.",1,28,221300
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,1,29,229300
04-FactualKnowledge,F,La terre tourne autour de la planète Venus.,1,30,237300
08-Calculation,V,Le produit de quatre par sept fait vingt huit.,1,31,245300
07-ArithmeticPrinciple,V,Un nombre multiplié par un est égal à lui même.,1,32,252700
03-MeaninglessSentence,F,"Pour une mélancolie, piloter offre le programme chaud à ses savons.",1,33,261900
08-Calculation,F,Sept fois sept est plus grand que cinquante quatre.,1,34,271400
05-ContextualKnowledge,FF,"Sur Mars, l'atmosphère est composée principalement d'oxygène.",1,35,279100
02-WordList,F,Aux les qui duquel esprit dos jeune relations doute.,1,36,287400
05-ContextualKnowledge,FV,"Sur la planète Mars, la lune entraîne des marées.",1,37,293600
08-Calculation,F,Trente cinq moins six fait cent soixante dix neuf.,1,38,305200
05-ContextualKnowledge,VF,"A Londres, les voitures roulent à gauche de la chaussée.",1,39,313200
04-FactualKnowledge,F,Les phrases françaises se lisent de la droite vers la gauche.,1,40,320900
05-ContextualKnowledge,VV,"En France, le homard est un aliment raffiné.",1,41,330100
01-PseudowordList,FP,Af ji Sauvrue futo xa mui labilonte sabager digrent loum.,1,42,339300
07-ArithmeticPrinciple,V,La moitié d'un nombre est plus grande que le tiers.,1,43,346700
02-WordList,F,Un puisque me pendant rouge lapin télégramme pouce.,1,44,353800
08-Calculation,V,Un tiers de quarante cinq a pour valeur quinze.,1,45,362400
02-WordList,F,La est alors les d'après intérieur venir gros faisant papier dents.,1,46,371000
06-TheoryOfMind,VV,"Selon Darwin, l'homme est le cousin des singes.",1,47,379900
02-WordList,F,"Lettres société, café d'ailleurs qui des chacun.",1,48,387000
09-Geometry,F,Un triangle isocèle a plusieurs axes de symétrie.,1,49,395900
01-PseudowordList,FP,Jalui ji Duiponne cabours l'adustrints furons audages ja.,1,50,401500
08-Calculation,V,La division de seize par quatre vaut quatre.,1,51,410400
05-ContextualKnowledge,VF,"A Londres, les autobus ont des étages.",1,52,418700
09-Geometry,V,Les angles d'un polygone régulier sont de la même taille.,1,53,426100
04-FactualKnowledge,F,Les papillons ont des ailes minuscules et transparentes.,1,54,437100
03-MeaninglessSentence,F,La réaction brosse par elle même de longs zoos barbus.,1,55,445700
03-MeaninglessSentence,F,L'espoir d'oignon lisse et brun fait joli.,1,56,453100
07-ArithmeticPrinciple,V,L'ordre d'addition des nombres est sans importance.,1,57,459600
04-FactualKnowledge,V,Le chameau est un grand mammifère à bosse.,1,58,468800
06-TheoryOfMind,VV,"D'après les experts climat, la Terre se réchauffe.",1,59,478900
06-TheoryOfMind,VF,"Pour Mowgli, la panthère noire est un animal affectueux.",1,60,487500
01-PseudowordList,FP,Arce xa radoures ajousait mui azoto af fingé ox.,1,61,496400
04-FactualKnowledge,V,Les chenilles sont des insectes qui se transforment en papillon.,1,62,505300
07-ArithmeticPrinciple,F,L'ordre de soustraction des nombres est sans importance.,1,63,512700
02-WordList,F,Tourner un lorsque de dedans celle au puisque.,1,64,519500
02-WordList,F,Sans pour est dont décide journal effacer assis.,1,65,527200
05-ContextualKnowledge,FV,"Dans le métro parisien, les trains transportent des céréales.",1,66,536700
07-ArithmeticPrinciple,F,Tous les nombres négatifs sont des nombres impairs.,1,67,543500
06-TheoryOfMind,FF,"D'après les humoristes, rire est mauvais pour la santé.",1,68,552700
03-MeaninglessSentence,F,Un train auquel on prend la fête reste commun de soi.,1,69,558600
08-Calculation,F,Deux fois cinquante font cent quarante quatre.,1,70,566900
03-MeaninglessSentence,F,Le drapeau est une vieille analyse de la vitre.,1,71,575800
09-Geometry,F,Des figures de même périmètre ont la même surface.,2,0,6000
04-FactualKnowledge,F,Les algues vertes sont des plantes aquatiques.,2,1,12500
09-Geometry,V,Un carré possède des axes de symétrie.,2,2,19900
08-Calculation,F,Quarante divisé par deux fait soixante huit.,2,3,27000
06-TheoryOfMind,VV,"Selon Nelson Mandela, l'apartheid est un système raciste.",2,4,35300
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",2,5,44200
06-TheoryOfMind,VF,"Pour un créationniste, Dieu est à l'origine de la vie.",2,6,52200
01-PseudowordList,FC,"Lz nmlz zrwkzd, wxrbmsxff wwt bct dxs.",2,7,59600
09-Geometry,V,Les diagonales d'un losange sont ses axes de symétrie.,2,8,67900
05-ContextualKnowledge,VF,"Dans la mer, les mammifères ont des nageoires et un évent.",2,9,78900
02-WordList,F,Le d'une est tous les grave création partie mesure mouvement.,2,10,85100
07-ArithmeticPrinciple,F,Le résultat d'une addition est toujours positif.,2,11,93100
01-PseudowordList,FP,Chir ji af radic af o assou zop xa.,2,12,101100
07-ArithmeticPrinciple,V,"Pour additionner des fractions, les dénominateurs doivent être égaux.",2,13,109700
04-FactualKnowledge,V,La baleine est un énorme mammifère qui vit en mer.,2,14,116800
05-ContextualKnowledge,FV,"Au Vatican, le pape est une personne comme les autres.",2,15,123300
03-MeaninglessSentence,F,Une femme de traction est toujours un rond point.,2,16,129500
03-MeaninglessSentence,F,Un poulet est un cercle de chiffres international.,2,17,141100
09-Geometry,V,Le diamètre d'un cercle est le double de son rayon.,2,18,150600
04-FactualKnowledge,V,Les arbres perdent leurs feuilles au moment de l'automne.,2,19,159200
05-ContextualKnowledge,FV,"Au Burundi, les médecins sont remboursés par la sécurité sociale.",2,20,169600
05-ContextualKnowledge,FF,"Au Japon, la mortalité infantile est importante.",2,21,176700
04-FactualKnowledge,F,Le petit de la vache s'appelle un poulain.,2,22,184700
07-ArithmeticPrinciple,F,Un nombre multiplié par un est égal à zéro.,2,23,194200
09-Geometry,V,Un point peut être traversé par un nombre infini de lignes.,2,24,201600
08-Calculation,F,La moitié de deux cents vaut trois cent cinquante.,2,25,210500
09-Geometry,F,Un cercle possède de nombreux côtés rectilignes.,2,26,217300
07-ArithmeticPrinciple,V,Un nombre positif est plus grand qu'un nombre négatif.,2,27,224100
08-Calculation,F,Le nombre soixante quatorze vaut beaucoup plus que cent.,2,28,232100
05-ContextualKnowledge,VF,"Au Japon, manger bruyamment est une forme de politesse.",2,29,241300
03-MeaninglessSentence,F,L'armée fine est doublé d'un poivre véritable.,2,30,247200
06-TheoryOfMind,FF,"Pour Martin Luther King, la ségrégation raciale est légitime.",2,31,253700
02-WordList,F,Pigmées les d'une toute et sans auquel.,2,32,262600
06-TheoryOfMind,FF,"Pour Einstein, la bombe atomique est sans danger.",2,33,271200
07-ArithmeticPrinciple,V,L'ordre de multiplication des nombres est sans importance.,2,34,278600
01-PseudowordList,FC,Tmm vzpmtgrn tmm kqkv lfmshdk czxmhx ch wpffxh mpg hswb ttz.,2,35,284500
04-FactualKnowledge,V,Le noyau de l'atome d'hydrogène est composé d'un seul proton.,2,36,293400
08-Calculation,V,Cinquante pour cent de trente a comme valeur quinze.,2,37,302300
04-FactualKnowledge,V,Le caméléon est un animal qui change de couleur.,2,38,310900
07-ArithmeticPrinciple,V,Un nombre multiplié par zéro est égal à zéro.,2,39,318600
05-ContextualKnowledge,VV,"A New York, les immeubles sont de hauts bâtiments modernes.",2,40,327800
03-MeaninglessSentence,F,"Aux champs bleus, les couvertures supérieures sont fondus.",2,41,335500
02-WordList,F,Qui un est pôle auxquels concombre multiplication mire mer.,2,42,343200
06-TheoryOfMind,VF,"Pour les indiens d'Amérique, les armes à feu sont magiques.",2,43,353300
08-Calculation,V,Deux fois vingt quatre donne comme résultat quarante huit.,2,44,361300
03-MeaninglessSentence,F,"Aux télégrammes, les pompiers sont crachés par la blessure.",2,45,368700
01-PseudowordList,FP,Fonas saxi cadge fef ui ratucluet vitée mui xa.,2,46,378800
02-WordList,F,Compte histoire production la une de est un enfin soit.,2,47,388300
02-WordList,F,Sombre titille manteau cité chaud sans te pour mais dans cependant.,2,48,397500
08-Calculation,F,Dix sept est la racine carrée de cent quatre vingt onze.,2,49,403400
08-Calculation,V,La multiplication six fois dix correspond à soixante.,2,50,412900
01-PseudowordList,FP,Ja Muquetons chir fic Minq partunait riploger arce ja.,2,51,420300
04-FactualKnowledge,F,L'écureuil est l'animal terrestre le plus grand d'Amérique.,2,52,428000
07-ArithmeticPrinciple,F,Un nombre non nul multiplié par lui même donne toujours un.,2,53,433900
05-ContextualKnowledge,FF,"Au Kenya, les lacs des plaines gèlent régulièrement.",2,54,440700
07-ArithmeticPrinciple,F,Le carré d'un nombre impair est un nombre pair.,2,55,448700
02-WordList,F,Chaque est dès par de colline guerre écrit blanc couper.,2,56,457600
02-WordList,F,Nombre cannelle assemblée est une le de en.,2,57,465000
06-TheoryOfMind,FV,"Selon Donald Trump, le changement climatique est inquiétant.",2,58,472400
06-TheoryOfMind,FV,"Pour Johnny Hallyday, chanter est un hobby.",2,59,479500
08-Calculation,V,Quarante huit correspond au résultat de douze fois quatre.,2,60,485100
