cond,truth_val,sentence,bloc,order,onset
02-WordList,F,"D'après où dans, la le ils lac anticipe bouchon gazon chemise.",1,0,6000
02-WordList,F,"Être sont toute, le une afin français général monsieur minutes.",1,1,13400
06-TheoryOfMind,VF,"Pour Ronaldo, le football est un art.",1,2,21100
01-PseudowordList,FC,Wvrdf Lbmrgc cv ch xrdbg vnzvx swsf bct ch.,1,3,29100
02-WordList,F,Aux les qui duquel esprit dos jeune relations doute.,1,4,36200
09-Geometry,V,Le diamètre d'un cercle est le double de son rayon.,1,5,43300
08-Calculation,V,Soixante quatorze moins trois donne soixante et onze.,1,6,52500
06-TheoryOfMind,FF,"Pour Martin Luther King, la ségrégation raciale est légitime.",1,7,59600
05-ContextualKnowledge,FF,"En Allemagne, les automobilistes roulent à gauche.",1,8,67300
01-PseudowordList,FP,"Bûmez Turbie, nua suoipulte sou fef impreinel dua zez ui nobechon.",1,9,72900
06-TheoryOfMind,VF,"Pour les grecs, le mont Olympe est une montagne sacrée.",1,10,79400
04-FactualKnowledge,V,Les chenilles sont des insectes qui se transforment en papillon.,1,11,86800
05-ContextualKnowledge,VV,"A New York, les immeubles sont de hauts bâtiments modernes.",1,12,94800
03-MeaninglessSentence,F,La décision pluvieuse est un inconvénient sans fauteuil.,1,13,104000
05-ContextualKnowledge,FV,"A l'équateur, la durée du jour est plus courte en hiver.",1,14,112000
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",1,15,118200
03-MeaninglessSentence,F,Le bal de l'ombre matérielle est toujours gratuit.,1,16,127100
09-Geometry,V,Un triangle équilatéral se divise en deux triangles rectangles.,1,17,136000
06-TheoryOfMind,VV,"D'après les experts climat, la Terre se réchauffe.",1,18,147000
05-ContextualKnowledge,VF,"Dans les contes pour enfants, les animaux parlent couramment.",1,19,154100
06-TheoryOfMind,FV,"Pour Hitler, les juifs sont des hommes comme les autres.",1,20,165700
05-ContextualKnowledge,VF,"En Chine, les baguettes servent de couverts à table.",1,21,174300
04-FactualKnowledge,V,Février est le mois de l'année le plus court.,1,22,181700
01-PseudowordList,FC,"Ww jjhl sdn bt jqksv, qjpwwjfjk fdd jq ww.",1,23,188500
07-ArithmeticPrinciple,V,L'ordre d'addition des nombres est sans importance.,1,24,196800
01-PseudowordList,FP,Dégis sourbe divulisse mui télembré p'atute ji o'aneprin bolonne xa.,1,25,203600
