cond,truth_val,sentence,bloc,order,onset
07-ArithmeticPrinciple,F,Une somme de fractions est toujours un nombre entier.,1,0,6000
08-Calculation,V,Soixante quatorze moins trois donne soixante et onze.,1,1,15200
09-Geometry,V,Les diagonales d'un losange sont ses axes de symétrie.,1,2,22600
05-ContextualKnowledge,VF,"Dans la mythologie égyptienne, le chat incarne un dieu.",1,3,28500
06-TheoryOfMind,FF,"D'après les humoristes, rire est mauvais pour la santé.",1,4,37400
04-FactualKnowledge,F,Les dinosaures sont des mammifères qui ont disparu.,1,5,44500
01-PseudowordList,FP,Fonas saxi cadge fef ui ratucluet vitée mui xa.,1,6,54600
02-WordList,F,"Faux perpendiculaire, de encore une mon le.",1,7,62300
01-PseudowordList,FC,Bct rljbvf glskn lld zgfvvh wwt mdzjzrkdr blvx gkxnj.,1,8,70900
07-ArithmeticPrinciple,V,Tous les nombres entiers sont divisibles par un.,1,9,78300
04-FactualKnowledge,F,Le Vietnam est appelé le pays du soleil levant.,1,10,89900
02-WordList,F,Histoire jours des le d'un mon le de pendant il outre.,1,11,95500
02-WordList,F,Soif échapper chaque pour si d'un est.,1,12,102900
08-Calculation,F,Multiplier quatre par trois donne comme résultat dix sept.,1,13,110000
05-ContextualKnowledge,FF,"Au Japon, la mortalité infantile est importante.",1,14,117700
06-TheoryOfMind,VV,"Selon Darwin, l'homme est le cousin des singes.",1,15,124200
03-MeaninglessSentence,F,La solution de bureaux des heures est banale à finir.,1,16,131000
04-FactualKnowledge,V,Le soleil se lève à l'est tous les matins.,1,17,140500
03-MeaninglessSentence,F,Le lapin de circonstances va au colis du camion doux.,1,18,150000
06-TheoryOfMind,VF,"Selon le pape, la mort est le début d'une vie éternelle.",1,19,157400
06-TheoryOfMind,VV,"Selon Nelson Mandela, l'apartheid est un système raciste.",1,20,165400
06-TheoryOfMind,FV,"Pour Johnny Hallyday, chanter est un hobby.",1,21,174300
01-PseudowordList,FC,"Thgtnsxbqvc ncgkl, rx wvfcdqnv gnwjg bcjv hhdlnz vfkbd xlksqpqkmk.",1,22,182600
08-Calculation,V,Quarante deux moins un donne le nombre quarante et un.,1,23,190600
09-Geometry,F,Un hexagone est une figure avec des angles droits.,1,24,198000
02-WordList,F,Rouge les se d'après de celle toutefois.,1,25,207200
01-PseudowordList,FP,Fic ji sermit jalopés ji renton furle logie ji fef.,1,26,213100
04-FactualKnowledge,V,Les arbres perdent leurs feuilles au moment de l'automne.,1,27,219900
01-PseudowordList,FC,"Kjxlzjd ww Kxbvgnmrc, dpslljfh hr dktw jdnmd ch zwrqrcz bmt.",1,28,228200
04-FactualKnowledge,F,Le petit de la vache s'appelle un poulain.,1,29,237400
08-Calculation,V,La multiplication six fois dix correspond à soixante.,1,30,245700
07-ArithmeticPrinciple,V,L'ordre de multiplication des nombres est sans importance.,1,31,254300
07-ArithmeticPrinciple,F,L'ordre selon lequel on divise des nombres est sans importance.,1,32,262900
02-WordList,F,"Voilier tigres, carafe selon de une chacun plus.",1,33,272400
03-MeaninglessSentence,F,La pitié est débitée au roi du canard en petites montres.,1,34,281600
08-Calculation,F,Le triple de seize est plus grand que quatre cent cinquante.,1,35,292600
06-TheoryOfMind,FF,"Selon les physiciens, les atomes sont des objets pleins.",1,36,300600
04-FactualKnowledge,F,Le veau est le petit de la chèvre.,1,37,308300
07-ArithmeticPrinciple,V,Un nombre multiplié par zéro est égal à zéro.,1,38,315400
05-ContextualKnowledge,FV,"Sur la planète Mars, la lune entraîne des marées.",1,39,323400
05-ContextualKnowledge,VF,"En Irlande, avoir les cheveux roux est assez courant.",1,40,333500
08-Calculation,F,Onze mille correspond au produit de cent par cent soixante.,1,41,341500
05-ContextualKnowledge,FF,"En Allemagne, les automobilistes roulent à gauche.",1,42,351900
01-PseudowordList,FP,"Bosa juvestoue, f'ia f'ia avoiser purrote duchagigon pentié ys sermet.",1,43,361400
