cond,truth_val,sentence,bloc,order,onset
06-TheoryOfMind,FF,"Selon Zidane, le poker est un sport olympique.",1,0,6000
05-ContextualKnowledge,FF,"En Bretagne, la température atteint souvent des sommets.",1,1,12800
04-FactualKnowledge,F,La pleine lune a lieu plusieurs fois chaque mois.,1,2,21400
05-ContextualKnowledge,FV,"En Inde, les vaches sont des animaux de boucherie.",1,3,30600
09-Geometry,F,Un cercle possède de nombreux côtés rectilignes.,1,4,36500
07-ArithmeticPrinciple,V,La multiplication est le contraire de la division.,1,5,43000
08-Calculation,F,La division de quatorze par sept donne trois.,1,6,50400
03-MeaninglessSentence,F,La réaction brosse par elle même de longs zoos barbus.,1,7,57800
04-FactualKnowledge,V,Le caméléon est un animal qui change de couleur.,1,8,64600
09-Geometry,F,Les côtés d'un losange peuvent être de différentes longueurs.,1,9,71400
03-MeaninglessSentence,F,Un poulet est un cercle de chiffres international.,1,10,78200
04-FactualKnowledge,F,Les algues vertes sont des plantes aquatiques.,1,11,87400
03-MeaninglessSentence,F,La collectivité est un arbre parallèle sans doigts.,1,12,97800
06-TheoryOfMind,VV,"Selon les écrivains, l'Odyssée est un chef d'oeuvre littéraire.",1,13,103700
08-Calculation,V,Le quart du nombre cent vaut vingt cinq.,1,14,112600
07-ArithmeticPrinciple,V,L'ordre de multiplication des nombres est sans importance.,1,15,120900
02-WordList,F,La de avant par solution couleur chambre bruit.,1,16,130100
09-Geometry,F,Un rectangle a un seul axe de symétrie.,1,17,139600
07-ArithmeticPrinciple,F,Un nombre auquel on soustrait zéro reste égal à lui même.,1,18,147000
09-Geometry,F,Le périmètre d'un cercle est le triple de son rayon.,1,19,154700
01-PseudowordList,FC,"Thgtnsxbqvc ncgkl, rx wvfcdqnv gnwjg bcjv hhdlnz vfkbd xlksqpqkmk.",1,20,162100
07-ArithmeticPrinciple,V,La somme de plusieurs nombres pairs est un nombre pair.,1,21,168600
06-TheoryOfMind,FV,"Pour Céline Dion, jouer de la musique est un hobby.",1,22,177800
05-ContextualKnowledge,FV,"Au Vatican, le pape est une personne comme les autres.",1,23,184600
04-FactualKnowledge,F,La vapeur d'eau se condense uniquement sur les arbres.,1,24,193500
01-PseudowordList,FP,Arce xa radoures ajousait mui azoto af fingé ox.,1,25,202400
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",1,26,209500
06-TheoryOfMind,VV,"Selon Darwin, l'homme est le cousin des singes.",1,27,217500
08-Calculation,F,Cinq plus seize est plus grand que le nombre vingt huit.,1,28,225500
06-TheoryOfMind,VF,"Pour les indiens d'Amérique, les armes à feu sont magiques.",1,29,234100
09-Geometry,V,Les côtés d'un triangle équilatéral ont la même longueur.,1,30,243000
08-Calculation,V,La division de seize par quatre vaut quatre.,1,31,250400
03-MeaninglessSentence,F,Le drapeau est une vieille analyse de la vitre.,1,32,258400
09-Geometry,V,Les diagonales d'un losange sont ses axes de symétrie.,1,33,265800
03-MeaninglessSentence,F,La décision pluvieuse est un inconvénient sans fauteuil.,1,34,272900
04-FactualKnowledge,V,Les arbres perdent leurs feuilles au moment de l'automne.,1,35,281800
02-WordList,F,"Lui eux puis, duquel verre souterrain côté.",1,36,289800
05-ContextualKnowledge,VF,"En Irlande, avoir les cheveux roux est assez courant.",1,37,298100
05-ContextualKnowledge,FF,"En Afrique du Sud, le diamant est une pierre sans valeur.",1,38,305500
02-WordList,F,Histoire jours des le d'un mon le de pendant il outre.,1,39,311700
01-PseudowordList,FP,Pesagé beci fic radoures nouk saxi o boiniplase ja.,1,40,321200
