cond,truth_val,sentence,bloc,order,onset
08-Calculation,V,Le produit de quatre par sept fait vingt huit.,1,0,6000
07-ArithmeticPrinciple,F,Le carré d'un nombre négatif est négatif.,1,1,14000
05-ContextualKnowledge,VF,"Selon la Bible, l'univers a été créé en quelques jours.",1,2,22300
05-ContextualKnowledge,FV,"Sur la planète Mars, la lune entraîne des marées.",1,3,30600
04-FactualKnowledge,V,Le caméléon est un animal qui change de couleur.,1,4,39500
01-PseudowordList,FC,Czvbqjljjqhw ttdftjgm Xrcplgdx ch pmv tjsj xthsqfsj gkxnj.,1,5,46600
04-FactualKnowledge,F,Les papillons ont des ailes minuscules et transparentes.,1,6,52500
05-ContextualKnowledge,VF,"Dans la mythologie égyptienne, le chat incarne un dieu.",1,7,58700
07-ArithmeticPrinciple,V,"Pour additionner des fractions, les dénominateurs doivent être égaux.",1,8,68200
08-Calculation,F,Trente cinq moins six fait cent soixante dix neuf.,1,9,75300
02-WordList,F,Chaque est dès par de colline guerre écrit blanc couper.,1,10,82100
03-MeaninglessSentence,F,"A chaque montagne, les importances sont de molles stalactites.",1,11,89500
01-PseudowordList,FC,Wvrdf Lbmrgc cv ch xrdbg vnzvx swsf bct ch.,1,12,97800
09-Geometry,F,"Plus un triangle est grand, plus ses angles sont grands.",1,13,107300
09-Geometry,V,Le diamètre d'un cercle est le double de son rayon.,1,14,115000
08-Calculation,F,Multiplier quatre par trois donne comme résultat dix sept.,1,15,122400
04-FactualKnowledge,V,La photosynthèse se produit grâce à l'énergie lumineuse.,1,16,129500
03-MeaninglessSentence,F,L'armée fine est doublé d'un poivre véritable.,1,17,136900
02-WordList,F,"Lui eux puis, duquel verre souterrain côté.",1,18,144900
01-PseudowordList,FP,"Xa ji piz Prouelle, rattatureriton ja jaxe.",1,19,153800
08-Calculation,F,La moitié du nombre cinquante quatre égale trente sept.,1,20,161200
02-WordList,F,Le selon à vertes doux saison boire canapé doivent.,1,21,168600
06-TheoryOfMind,VF,"Selon Tarzan, nos parents sont des singes.",1,22,176600
02-WordList,F,La de avant par solution couleur chambre bruit.,1,23,184300
01-PseudowordList,FP,"Ja Saxi Luttelle, julopés fic relinta af ji.",1,24,193500
09-Geometry,F,Un carré peut se diviser en triangles équilatéraux.,1,25,202100
09-Geometry,V,Un cercle a un nombre infini d'axes de symétrie.,1,26,210700
07-ArithmeticPrinciple,F,L'ordre de soustraction des nombres est sans importance.,1,27,220200
06-TheoryOfMind,FV,"Pour les musulmans, la viande de porc est bonne à manger.",1,28,229400
07-ArithmeticPrinciple,V,Un nombre multiplié par un est égal à lui même.,1,29,238300
09-Geometry,V,Les côtés d'un triangle équilatéral ont la même longueur.,1,30,247500
03-MeaninglessSentence,F,Toute base jeune peut être chère à une girafe.,1,31,254000
07-ArithmeticPrinciple,V,La moitié d'un nombre est plus grande que le tiers.,1,32,261700
05-ContextualKnowledge,FF,"En Afrique du Sud, le diamant est une pierre sans valeur.",1,33,270300
05-ContextualKnowledge,VV,"En France, le homard est un aliment raffiné.",1,34,276500
08-Calculation,F,Vingt neuf est compris entre quatre et vingt sept.,1,35,286900
06-TheoryOfMind,VF,"Pour Mowgli, la panthère noire est un animal affectueux.",1,36,297900
05-ContextualKnowledge,FV,"En Amazonie, les araignées sont des animaux sans danger.",1,37,307100
03-MeaninglessSentence,F,"Pour les lions, la voile est une bouteille pensive.",1,38,314500
03-MeaninglessSentence,F,Tous les cafés appris sont des moments bavardes.,1,39,322800
06-TheoryOfMind,FV,"Pour Céline Dion, jouer de la musique est un hobby.",1,40,332000
05-ContextualKnowledge,FF,"En Bretagne, la température atteint souvent des sommets.",1,41,339400
09-Geometry,F,Un hexagone est une figure avec des angles droits.,1,42,346800
07-ArithmeticPrinciple,F,Un nombre auquel on soustrait zéro reste égal à lui même.,1,43,353900
01-PseudowordList,FC,"Bct r'Bhchjs sxblg, chdds frjjbxj sxns rm drphxdqqt.",1,44,361900
01-PseudowordList,FP,Caisées xa i sume sermet martoleruage mui.,1,45,367800
01-PseudowordList,FC,"Tmm Rhzzrvrfqsvp, ch wwt Xpdzgnlf sdn hslqlxc bpwv mcrcd rx.",1,46,374300
07-ArithmeticPrinciple,V,Un nombre multiplié par zéro est égal à zéro.,1,47,380800
02-WordList,F,Sombre titille manteau cité chaud sans te pour mais dans cependant.,1,48,387600
08-Calculation,V,La division de seize par quatre vaut quatre.,1,49,396500
04-FactualKnowledge,V,Les chenilles sont des insectes qui se transforment en papillon.,1,50,403900
02-WordList,F,Soif échapper chaque pour si d'un est.,1,51,414000
03-MeaninglessSentence,F,Un sol de vieux ciel chante bêtement un verre d'énergie.,1,52,420800
06-TheoryOfMind,FF,"Selon Christophe Colomb, la terre est plate.",1,53,426700
06-TheoryOfMind,FF,"D'après les humoristes, rire est mauvais pour la santé.",1,54,434700
09-Geometry,F,Un triangle isocèle a plusieurs axes de symétrie.,1,55,444200
03-MeaninglessSentence,F,Le drapeau est une vieille analyse de la vitre.,1,56,451000
02-WordList,F,"Est le une, comme mégot trop économie.",1,57,460200
04-FactualKnowledge,F,La Terre tourne sur elle même en un mois.,1,58,468200
06-TheoryOfMind,VV,"Selon Pasteur, la rage est une maladie mortelle.",1,59,474100
02-WordList,F,"Plus comme d'un, est doigts occasion regard étoiles pièce voie.",1,60,481800
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",1,61,490700
09-Geometry,V,Un carré est un rectangle aux côtés égaux.,1,62,500800
08-Calculation,V,La somme de soixante treize et deux donne soixante quinze.,1,63,512400
04-FactualKnowledge,V,Une encyclopédie permet de diffuser le savoir à de nombreux lecteurs.,1,64,520400
06-TheoryOfMind,VV,"Pour La Fontaine, les fables sont de courtes leçons de vie.",1,65,529300
01-PseudowordList,FP,Ja Muquetons chir fic Minq partunait riploger arce ja.,1,66,537900
03-MeaninglessSentence,F,Un bol de pain vaut son loup de jaune contraire.,1,67,545000
07-ArithmeticPrinciple,F,Le résultat d'une addition est toujours positif.,1,68,552700
04-FactualKnowledge,F,Les poissons de rivière ne sont pas des vertébrés.,1,69,558300
08-Calculation,V,Quarante deux moins un donne le nombre quarante et un.,1,70,566300
04-FactualKnowledge,F,La primevère est une plante vénéneuse et épineuse.,1,71,575200
06-TheoryOfMind,VV,"Selon Darwin, l'homme est le cousin des singes.",2,0,6000
01-PseudowordList,FP,Chir ji af radic af o assou zop xa.,2,1,12500
04-FactualKnowledge,F,La terre tourne autour de la planète Venus.,2,2,20500
09-Geometry,V,Les angles d'un polygone régulier sont de la même taille.,2,3,31500
01-PseudowordList,FC,Bct rljbvf glskn lld zgfvvh wwt mdzjzrkdr blvx gkxnj.,2,4,41000
05-ContextualKnowledge,VF,"A Londres, les voitures roulent à gauche de la chaussée.",2,5,48700
03-MeaninglessSentence,F,La solution de bureaux des heures est banale à finir.,2,6,57900
02-WordList,F,Le d'une est tous les grave création partie mesure mouvement.,2,7,67100
06-TheoryOfMind,FV,"Pour Hitler, les juifs sont des hommes comme les autres.",2,8,74200
09-Geometry,F,Les côtés d'un losange peuvent être de différentes longueurs.,2,9,83100
07-ArithmeticPrinciple,V,Un nombre négatif élevé au carré devient positif.,2,10,90500
03-MeaninglessSentence,F,L'artiste est l'idéal inévitable le plus fou.,2,11,97300
08-Calculation,V,Le produit de vingt deux par trois donne soixante six.,2,12,105300
05-ContextualKnowledge,VV,"En Australie, le kangourou est un animal répandu.",2,13,113300
06-TheoryOfMind,FF,"Selon Gandhi, la violence résout tous les problèmes.",2,14,121900
07-ArithmeticPrinciple,V,Tous les nombres entiers sont divisibles par un.,2,15,130800
02-WordList,F,La est alors les d'après intérieur venir gros faisant papier dents.,2,16,140300
05-ContextualKnowledge,VF,"Dans les contes pour enfants, les animaux parlent couramment.",2,17,149200
01-PseudowordList,FP,Af ji Sauvrue futo xa mui labilonte sabager digrent loum.,2,18,156600
09-Geometry,F,Des lignes perpendiculaires forment un angle aigu.,2,19,164000
01-PseudowordList,FC,"Cv phsh f'Hnbgqztglb, lld lgcpt wlgxvfzhz sdn rx hr.",2,20,170800
01-PseudowordList,FP,"Cideux ronguais, avoule osaneprin dive pilop rupeur sopal.",2,21,177300
03-MeaninglessSentence,F,"Aux champs bleus, les couvertures supérieures sont fondus.",2,22,183500
02-WordList,F,"Insigne en tous, eux mais ou pourtant ont auxquelles celle.",2,23,192700
06-TheoryOfMind,VF,"Pour les grecs, le mont Olympe est une montagne sacrée.",2,24,201600
07-ArithmeticPrinciple,V,La multiplication est le contraire de la division.,2,25,210800
05-ContextualKnowledge,FV,"En Inde, les vaches sont des animaux de boucherie.",2,26,219400
04-FactualKnowledge,F,Les algues vertes sont des plantes aquatiques.,2,27,228000
09-Geometry,V,Le périmètre d'un carré est la somme des longueurs des côtés.,2,28,233900
02-WordList,F,Aux un aussitôt même geler semaine proposer doux carré fois sont.,2,29,242800
01-PseudowordList,FC,Pdkgprnc vfkbd r'gkxnj bpjs rx lfknhwxrwz qmphddpjf dvnmn.,2,30,250500
