cond,truth_val,sentence,bloc,order,onset
01-PseudowordList,FC,"Rx q'nbhzpg, bmt ww ww wsljh rrhtzqq rx lz.",1,0,6000
08-Calculation,V,Cinquante pour cent de trente a comme valeur quinze.,1,1,14600
04-FactualKnowledge,F,La planète Terre possède plusieurs satellites naturels.,1,2,23500
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",1,3,32100
07-ArithmeticPrinciple,F,Le résultat d'une division est toujours un nombre entier.,1,4,39200
04-FactualKnowledge,F,L'hiver est la saison la plus chaude de l'année.,1,5,49300
03-MeaninglessSentence,F,La collectivité est un arbre parallèle sans doigts.,1,6,56400
07-ArithmeticPrinciple,F,L'ordre selon lequel on divise des nombres est sans importance.,1,7,64100
09-Geometry,F,Un rectangle ne comprend que des angles aigus.,1,8,70900
06-TheoryOfMind,FV,"Pour Hitler, les juifs sont des hommes comme les autres.",1,9,77100
03-MeaninglessSentence,F,"Dans les chiens, le pouvoir de chaque cible est laid.",1,10,83600
05-ContextualKnowledge,VF,"Dans les îles volcaniques, le sable est noir.",1,11,89500
06-TheoryOfMind,VV,"Selon Nelson Mandela, l'apartheid est un système raciste.",1,12,98700
08-Calculation,F,Le triple de seize est plus grand que quatre cent cinquante.,1,13,104900
09-Geometry,F,Un triangle a plus d'angles qu'un carré.,1,14,111700
09-Geometry,V,La diagonale d'un carré est plus grande que son côté.,1,15,121200
05-ContextualKnowledge,FF,"En Inde, le dinar est la monnaie courante.",1,16,127700
04-FactualKnowledge,V,Le soleil se lève à l'est tous les matins.,1,17,133600
06-TheoryOfMind,VV,"D'après les experts climat, la Terre se réchauffe.",1,18,142800
01-PseudowordList,FP,Fonas saxi cadge fef ui ratucluet vitée mui xa.,1,19,151700
06-TheoryOfMind,VF,"Pour Ronaldo, le football est un art.",1,20,160900
08-Calculation,V,La multiplication six fois dix correspond à soixante.,1,21,168300
02-WordList,F,Compte histoire production la une de est un enfin soit.,1,22,177200
07-ArithmeticPrinciple,V,Un nombre positif est plus grand qu'un nombre négatif.,1,23,184600
05-ContextualKnowledge,VF,"Dans les contes pour enfants, les animaux parlent couramment.",1,24,196200
08-Calculation,F,Le nombre soixante quatorze vaut beaucoup plus que cent.,1,25,203900
09-Geometry,V,Tous les points d'un cercle sont à égale distance du centre.,1,26,213400
01-PseudowordList,FC,"Ww jjhl sdn bt jqksv, qjpwwjfjk fdd jq ww.",1,27,220500
09-Geometry,V,Les diagonales d'un losange sont ses axes de symétrie.,1,28,227900
06-TheoryOfMind,FF,"D'après les humoristes, rire est mauvais pour la santé.",1,29,235900
03-MeaninglessSentence,F,Toute prière est attachée sur un mélange de vêtements.,1,30,241800
