cond,truth_val,sentence,bloc,order,onset
04-FactualKnowledge,F,La terre tourne autour de la planète Venus.,1,0,6000
04-FactualKnowledge,V,Les flocons de neige ont des formes très variées.,1,1,14000
08-Calculation,F,La division de trente trois par deux donne quatorze.,1,2,21400
02-WordList,F,Cependant elle éléments chat demander courant amour fruits.,1,3,29100
06-TheoryOfMind,FV,"D'après Astérix, les romains dominent tous les gaulois.",1,4,39500
07-ArithmeticPrinciple,V,Un nombre négatif élevé au carré devient positif.,1,5,47500
05-ContextualKnowledge,VV,"Aux Antilles, les restaurants servent souvent du poisson frais.",1,6,54600
07-ArithmeticPrinciple,F,Un nombre multiplié par zéro est égal à lui même.,1,7,60500
04-FactualKnowledge,V,Le soleil se lève à l'est tous les matins.,1,8,69700
05-ContextualKnowledge,VF,"Dans la mer, les mammifères ont des nageoires et un évent.",1,9,77100
06-TheoryOfMind,VV,"Selon Nelson Mandela, l'apartheid est un système raciste.",1,10,87200
02-WordList,F,Chaque est dès par de colline guerre écrit blanc couper.,1,11,95200
02-WordList,F,Sombre titille manteau cité chaud sans te pour mais dans cependant.,1,12,102900
09-Geometry,V,Un point peut être traversé par un nombre infini de lignes.,1,13,111200
05-ContextualKnowledge,VF,"Selon la Bible, l'univers a été créé en quelques jours.",1,14,118900
06-TheoryOfMind,FF,"Selon Zidane, le poker est un sport olympique.",1,15,128400
08-Calculation,V,Deux fois vingt quatre donne comme résultat quarante huit.,1,16,135500
05-ContextualKnowledge,FF,"Au Japon, la mortalité infantile est importante.",1,17,144100
05-ContextualKnowledge,FV,"En Inde, les vaches sont des animaux de boucherie.",1,18,151200
02-WordList,F,"Campagne langage, les quand qui sur afin très et.",1,19,160100
08-Calculation,F,Quarante divisé par deux fait soixante huit.,1,20,167500
04-FactualKnowledge,F,Les aurores boréales ont lieu près de l'équateur.,1,21,174300
03-MeaninglessSentence,F,"Dans les chiens, le pouvoir de chaque cible est laid.",1,22,182300
01-PseudowordList,FC,"Thgtnsxbqvc ncgkl, rx wvfcdqnv gnwjg bcjv hhdlnz vfkbd xlksqpqkmk.",1,23,189400
01-PseudowordList,FP,Af adossot sap sermet loum ja o juxetrof.,1,24,198000
06-TheoryOfMind,VF,"Pour Marie Antoinette, la monarchie est le meilleur régime politique.",1,25,205700
01-PseudowordList,FC,"Kjxlzjd ww Kxbvgnmrc, dpslljfh hr dktw jdnmd ch zwrqrcz bmt.",1,26,212800
07-ArithmeticPrinciple,F,Soustraire un à un nombre le laisse inchangé.,1,27,219300
07-ArithmeticPrinciple,V,Un nombre positif fois un nombre négatif donne un nombre négatif.,1,28,226100
03-MeaninglessSentence,F,Les livres brutaux se gavent de liberté aimablement.,1,29,233500
02-WordList,F,"Être sont toute, le une afin français général monsieur minutes.",1,30,245100
07-ArithmeticPrinciple,F,Tout nombre réel peut être écrit comme une fraction.,1,31,252500
03-MeaninglessSentence,F,Le lapin de circonstances va au colis du camion doux.,1,32,261700
04-FactualKnowledge,F,Un pamphlet est un ensemble de textes mélancoliques.,1,33,270900
08-Calculation,F,Onze mille correspond au produit de cent par cent soixante.,1,34,280100
04-FactualKnowledge,V,La rose est la fleur d'une plante épineuse.,1,35,289000
01-PseudowordList,FP,Chir ji af radic af o assou zop xa.,1,36,298500
08-Calculation,V,Cinquante pour cent de trente a comme valeur quinze.,1,37,305900
01-PseudowordList,FP,Ja Muquetons chir fic Minq partunait riploger arce ja.,1,38,314800
