onset_time	duration	type	cond	stimuli
0	400	TEXT_STREAM	calculvideo	calculez~douze~moins~deux
2400	400	TEXT_STREAM	calculvideo	calculez~dix-huit~moins~six
8700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
11400	400	SOUND	clicDaudio	clic3D.wav
15000	400	SOUND	phraseAudio	ph31.wav
18000	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
20700	400	SOUND	phraseAudio	ph32.wav
23700	400	SOUND	clicGaudio	clic3G.wav
26700	400	TEXT_STREAM	clicGvideo	appuyez~trois fois~sur le bouton~gauche
29700	400	SOUND	phraseAudio	ph33.wav
33000	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
35400	400	SOUND	calculaudio	calc35.wav
39000	400	TEXT_STREAM	phraseVideo	Quelq'un~a volé~le vélo~de facteur
41700	400	TEXT_STREAM	phraseVideo	la pluie~a rendu~la route~glissante
44700	400	SOUND	calculaudio	calc31.wav
48000	400	SOUND	calculaudio	calc34.wav
56400	400	TEXT_STREAM	phraseVideo	des soldes~ont été~annoncées~à la radio
59700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
62400	400	SOUND	clicGaudio	clic3G.wav
69000	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
71400	400	TEXT_STREAM	clicGvideo	appuyez~trois fois~sur le bouton~gauche
75000	400	TEXT_STREAM	phraseVideo	en Italie~les pâtes~se mangent~fermes
83400	400	SOUND	calculaudio	calc36.wav
87000	400	SOUND	clicDaudio	clic3D.wav
89700	400	SOUND	phraseAudio	ph34.wav
96000	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
108000	400	SOUND	calculaudio	calc40.wav
116700	400	TEXT_STREAM	clicGvideo	appuyez~trois fois~sur le bouton~gauche
119400	400	SOUND	phraseAudio	ph35.wav
122700	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
125400	400	TEXT_STREAM	calculvideo	calculez~dix-sept~moins~quatre
131400	400	TEXT_STREAM	phraseVideo	le match~a été~retransmit~en direct
135000	400	SOUND	calculaudio	calc32.wav
137700	400	SOUND	calculaudio	calc38.wav
140400	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
143400	400	SOUND	clicDaudio	clic3D.wav
146700	400	SOUND	phraseAudio	ph36.wav
149400	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
153000	400	TEXT_STREAM	calculvideo	calculez~seize~moins~cinq
156000	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
159000	400	TEXT_STREAM	phraseVideo	l'épidémie~n'a pas~pu être~endiguée
162000	400	SOUND	clicDaudio	clic3D.wav
164400	400	TEXT_STREAM	calculvideo	calculez~dix-neuf~moins~deux
167700	400	TEXT_STREAM	phraseVideo	du sommet~on voit~toute~la ville
170400	400	SOUND	clicGaudio	clic3G.wav
173700	400	SOUND	calculaudio	calc39.wav
